img_name,upper_fabric,lower_fabric,outer_fabric,upper_pattern,lower_pattern,outer_pattern,img_id,img_num,img_view,segm_name
MEN-Denim-id_00005887-03_7_additional.jpg,1,0,7,3,4,7,MEN-Denim-id_00005887,03,additional,MEN-Denim-id_00005887-03_7_additional_segm.png
MEN-Denim-id_00006034-01_4_full.jpg,1,0,0,3,3,3,MEN-Denim-id_00006034,01,full,MEN-Denim-id_00006034-01_4_full_segm.png
MEN-Denim-id_00006106-01_7_additional.jpg,1,0,7,5,4,7,MEN-Denim-id_00006106,01,additional,MEN-Denim-id_00006106-01_7_additional_segm.png
MEN-Denim-id_00006359-01_7_additional.jpg,1,0,0,3,4,5,MEN-Denim-id_00006359,01,additional,MEN-Denim-id_00006359-01_7_additional_segm.png
MEN-Denim-id_00006407-01_7_additional.jpg,1,0,7,3,3,7,MEN-Denim-id_00006407,01,additional,MEN-Denim-id_00006407-01_7_additional_segm.png
MEN-Denim-id_00006407-02_7_additional.jpg,1,0,7,3,3,7,MEN-Denim-id_00006407,02,additional,MEN-Denim-id_00006407-02_7_additional_segm.png
MEN-Denim-id_00006407-03_7_additional.jpg,1,1,7,1,4,7,MEN-Denim-id_00006407,03,additional,MEN-Denim-id_00006407-03_7_additional_segm.png
MEN-Denim-id_00006465-01_7_additional.jpg,1,0,7,3,4,7,MEN-Denim-id_00006465,01,additional,MEN-Denim-id_00006465-01_7_additional_segm.png
MEN-Denim-id_00006841-01_1_front.jpg,1,0,7,1,3,7,MEN-Denim-id_00006841,01,front,MEN-Denim-id_00006841-01_1_front_segm.png
MEN-Denim-id_00007216-01_7_additional.jpg,1,0,7,3,3,7,MEN-Denim-id_00007216,01,additional,MEN-Denim-id_00007216-01_7_additional_segm.png
MEN-Denim-id_00007297-01_7_additional.jpg,0,1,7,3,3,7,MEN-Denim-id_00007297,01,additional,MEN-Denim-id_00007297-01_7_additional_segm.png
MEN-Denim-id_00007524-01_4_full.jpg,1,0,7,1,5,7,MEN-Denim-id_00007524,01,full,MEN-Denim-id_00007524-01_4_full_segm.png
MEN-Denim-id_00007570-01_1_front.jpg,1,0,7,6,3,7,MEN-Denim-id_00007570,01,front,MEN-Denim-id_00007570-01_1_front_segm.png
MEN-Denim-id_00007607-01_1_front.jpg,1,0,7,3,4,7,MEN-Denim-id_00007607,01,front,MEN-Denim-id_00007607-01_1_front_segm.png
MEN-Jackets_Vests-id_00000084-04_4_full.jpg,1,1,1,3,3,6,MEN-Jackets_Vests-id_00000084,04,full,MEN-Jackets_Vests-id_00000084-04_4_full_segm.png
MEN-Jackets_Vests-id_00000084-05_1_front.jpg,1,0,1,3,3,6,MEN-Jackets_Vests-id_00000084,05,front,MEN-Jackets_Vests-id_00000084-05_1_front_segm.png
MEN-Jackets_Vests-id_00000084-07_7_additional.jpg,1,1,7,3,4,6,MEN-Jackets_Vests-id_00000084,07,additional,MEN-Jackets_Vests-id_00000084-07_7_additional_segm.png
MEN-Jackets_Vests-id_00000084-08_4_full.jpg,1,1,7,3,3,6,MEN-Jackets_Vests-id_00000084,08,full,MEN-Jackets_Vests-id_00000084-08_4_full_segm.png
MEN-Jackets_Vests-id_00000094-01_4_full.jpg,1,1,1,1,3,3,MEN-Jackets_Vests-id_00000094,01,full,MEN-Jackets_Vests-id_00000094-01_4_full_segm.png
MEN-Jackets_Vests-id_00000094-02_7_additional.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00000094,02,additional,MEN-Jackets_Vests-id_00000094-02_7_additional_segm.png
MEN-Jackets_Vests-id_00000094-04_7_additional.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00000094,04,additional,MEN-Jackets_Vests-id_00000094-04_7_additional_segm.png
MEN-Jackets_Vests-id_00000168-02_4_full.jpg,1,1,1,2,4,3,MEN-Jackets_Vests-id_00000168,02,full,MEN-Jackets_Vests-id_00000168-02_4_full_segm.png
MEN-Jackets_Vests-id_00000168-03_4_full.jpg,7,1,1,7,3,3,MEN-Jackets_Vests-id_00000168,03,full,MEN-Jackets_Vests-id_00000168-03_4_full_segm.png
MEN-Jackets_Vests-id_00000393-01_4_full.jpg,1,1,1,4,3,3,MEN-Jackets_Vests-id_00000393,01,full,MEN-Jackets_Vests-id_00000393-01_4_full_segm.png
MEN-Jackets_Vests-id_00000653-01_1_front.jpg,1,1,1,3,4,3,MEN-Jackets_Vests-id_00000653,01,front,MEN-Jackets_Vests-id_00000653-01_1_front_segm.png
MEN-Jackets_Vests-id_00000653-02_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00000653,02,full,MEN-Jackets_Vests-id_00000653-02_4_full_segm.png
MEN-Jackets_Vests-id_00000653-04_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00000653,04,full,MEN-Jackets_Vests-id_00000653-04_4_full_segm.png
MEN-Jackets_Vests-id_00000716-03_4_full.jpg,1,0,0,3,3,6,MEN-Jackets_Vests-id_00000716,03,full,MEN-Jackets_Vests-id_00000716-03_4_full_segm.png
MEN-Jackets_Vests-id_00000716-04_4_full.jpg,1,1,0,3,3,6,MEN-Jackets_Vests-id_00000716,04,full,MEN-Jackets_Vests-id_00000716-04_4_full_segm.png
MEN-Jackets_Vests-id_00000716-07_4_full.jpg,1,1,0,3,4,6,MEN-Jackets_Vests-id_00000716,07,full,MEN-Jackets_Vests-id_00000716-07_4_full_segm.png
MEN-Jackets_Vests-id_00000763-01_4_full.jpg,1,0,1,3,3,1,MEN-Jackets_Vests-id_00000763,01,full,MEN-Jackets_Vests-id_00000763-01_4_full_segm.png
MEN-Jackets_Vests-id_00000946-04_1_front.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00000946,04,front,MEN-Jackets_Vests-id_00000946-04_1_front_segm.png
MEN-Jackets_Vests-id_00001291-01_1_front.jpg,1,1,0,4,3,3,MEN-Jackets_Vests-id_00001291,01,front,MEN-Jackets_Vests-id_00001291-01_1_front_segm.png
MEN-Jackets_Vests-id_00001875-01_7_additional.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00001875,01,additional,MEN-Jackets_Vests-id_00001875-01_7_additional_segm.png
MEN-Jackets_Vests-id_00001875-03_4_full.jpg,1,1,1,3,4,3,MEN-Jackets_Vests-id_00001875,03,full,MEN-Jackets_Vests-id_00001875-03_4_full_segm.png
MEN-Jackets_Vests-id_00001903-01_4_full.jpg,1,1,7,3,3,7,MEN-Jackets_Vests-id_00001903,01,full,MEN-Jackets_Vests-id_00001903-01_4_full_segm.png
MEN-Jackets_Vests-id_00002173-04_4_full.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00002173,04,full,MEN-Jackets_Vests-id_00002173-04_4_full_segm.png
MEN-Jackets_Vests-id_00002375-01_7_additional.jpg,4,0,2,3,5,3,MEN-Jackets_Vests-id_00002375,01,additional,MEN-Jackets_Vests-id_00002375-01_7_additional_segm.png
MEN-Jackets_Vests-id_00002439-01_2_side.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00002439,01,side,MEN-Jackets_Vests-id_00002439-01_2_side_segm.png
MEN-Jackets_Vests-id_00002439-02_4_full.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00002439,02,full,MEN-Jackets_Vests-id_00002439-02_4_full_segm.png
MEN-Jackets_Vests-id_00002439-04_4_full.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00002439,04,full,MEN-Jackets_Vests-id_00002439-04_4_full_segm.png
MEN-Jackets_Vests-id_00002446-01_7_additional.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00002446,01,additional,MEN-Jackets_Vests-id_00002446-01_7_additional_segm.png
MEN-Jackets_Vests-id_00002446-04_1_front.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00002446,04,front,MEN-Jackets_Vests-id_00002446-04_1_front_segm.png
MEN-Jackets_Vests-id_00002446-05_1_front.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00002446,05,front,MEN-Jackets_Vests-id_00002446-05_1_front_segm.png
MEN-Jackets_Vests-id_00002754-01_1_front.jpg,1,0,1,2,4,3,MEN-Jackets_Vests-id_00002754,01,front,MEN-Jackets_Vests-id_00002754-01_1_front_segm.png
MEN-Jackets_Vests-id_00002958-04_7_additional.jpg,1,1,1,4,3,3,MEN-Jackets_Vests-id_00002958,04,additional,MEN-Jackets_Vests-id_00002958-04_7_additional_segm.png
MEN-Jackets_Vests-id_00003336-05_7_additional.jpg,1,0,1,3,2,3,MEN-Jackets_Vests-id_00003336,05,additional,MEN-Jackets_Vests-id_00003336-05_7_additional_segm.png
MEN-Jackets_Vests-id_00003336-06_7_additional.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00003336,06,additional,MEN-Jackets_Vests-id_00003336-06_7_additional_segm.png
MEN-Jackets_Vests-id_00003336-07_7_additional.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00003336,07,additional,MEN-Jackets_Vests-id_00003336-07_7_additional_segm.png
MEN-Jackets_Vests-id_00003336-08_7_additional.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00003336,08,additional,MEN-Jackets_Vests-id_00003336-08_7_additional_segm.png
MEN-Jackets_Vests-id_00003336-09_4_full.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00003336,09,full,MEN-Jackets_Vests-id_00003336-09_4_full_segm.png
MEN-Jackets_Vests-id_00003336-09_7_additional.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00003336,09,additional,MEN-Jackets_Vests-id_00003336-09_7_additional_segm.png
MEN-Jackets_Vests-id_00003336-10_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00003336,10,full,MEN-Jackets_Vests-id_00003336-10_4_full_segm.png
MEN-Jackets_Vests-id_00004014-01_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00004014,01,full,MEN-Jackets_Vests-id_00004014-01_4_full_segm.png
MEN-Jackets_Vests-id_00004014-01_6_flat.jpg,1,7,1,3,7,3,MEN-Jackets_Vests-id_00004014,01,flat,MEN-Jackets_Vests-id_00004014-01_6_flat_segm.png
MEN-Jackets_Vests-id_00004014-02_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00004014,02,full,MEN-Jackets_Vests-id_00004014-02_4_full_segm.png
MEN-Jackets_Vests-id_00004014-03_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00004014,03,full,MEN-Jackets_Vests-id_00004014-03_4_full_segm.png
MEN-Jackets_Vests-id_00004235-01_4_full.jpg,1,0,2,3,4,3,MEN-Jackets_Vests-id_00004235,01,full,MEN-Jackets_Vests-id_00004235-01_4_full_segm.png
MEN-Jackets_Vests-id_00004328-01_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00004328,01,full,MEN-Jackets_Vests-id_00004328-01_4_full_segm.png
MEN-Jackets_Vests-id_00004328-02_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00004328,02,full,MEN-Jackets_Vests-id_00004328-02_4_full_segm.png
MEN-Jackets_Vests-id_00004328-03_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00004328,03,full,MEN-Jackets_Vests-id_00004328-03_4_full_segm.png
MEN-Jackets_Vests-id_00004606-01_4_full.jpg,1,0,2,3,3,5,MEN-Jackets_Vests-id_00004606,01,full,MEN-Jackets_Vests-id_00004606-01_4_full_segm.png
MEN-Jackets_Vests-id_00004622-01_1_front.jpg,1,1,2,3,3,5,MEN-Jackets_Vests-id_00004622,01,front,MEN-Jackets_Vests-id_00004622-01_1_front_segm.png
MEN-Jackets_Vests-id_00004672-01_7_additional.jpg,1,0,2,3,3,3,MEN-Jackets_Vests-id_00004672,01,additional,MEN-Jackets_Vests-id_00004672-01_7_additional_segm.png
MEN-Jackets_Vests-id_00004882-01_7_additional.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00004882,01,additional,MEN-Jackets_Vests-id_00004882-01_7_additional_segm.png
MEN-Jackets_Vests-id_00004882-02_7_additional.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00004882,02,additional,MEN-Jackets_Vests-id_00004882-02_7_additional_segm.png
MEN-Jackets_Vests-id_00005346-01_4_full.jpg,1,0,0,3,3,3,MEN-Jackets_Vests-id_00005346,01,full,MEN-Jackets_Vests-id_00005346-01_4_full_segm.png
MEN-Jackets_Vests-id_00005451-01_4_full.jpg,1,0,2,4,3,3,MEN-Jackets_Vests-id_00005451,01,full,MEN-Jackets_Vests-id_00005451-01_4_full_segm.png
MEN-Jackets_Vests-id_00005597-01_7_additional.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00005597,01,additional,MEN-Jackets_Vests-id_00005597-01_7_additional_segm.png
MEN-Jackets_Vests-id_00005943-01_7_additional.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00005943,01,additional,MEN-Jackets_Vests-id_00005943-01_7_additional_segm.png
MEN-Jackets_Vests-id_00005943-07_1_front.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00005943,07,front,MEN-Jackets_Vests-id_00005943-07_1_front_segm.png
MEN-Jackets_Vests-id_00005943-08_1_front.jpg,0,0,0,3,3,3,MEN-Jackets_Vests-id_00005943,08,front,MEN-Jackets_Vests-id_00005943-08_1_front_segm.png
MEN-Jackets_Vests-id_00005943-09_4_full.jpg,0,0,0,3,3,3,MEN-Jackets_Vests-id_00005943,09,full,MEN-Jackets_Vests-id_00005943-09_4_full_segm.png
MEN-Jackets_Vests-id_00006299-01_4_full.jpg,1,0,2,3,3,3,MEN-Jackets_Vests-id_00006299,01,full,MEN-Jackets_Vests-id_00006299-01_4_full_segm.png
MEN-Jackets_Vests-id_00006299-02_4_full.jpg,1,0,2,1,3,6,MEN-Jackets_Vests-id_00006299,02,full,MEN-Jackets_Vests-id_00006299-02_4_full_segm.png
MEN-Jackets_Vests-id_00006299-03_4_full.jpg,1,0,2,3,3,6,MEN-Jackets_Vests-id_00006299,03,full,MEN-Jackets_Vests-id_00006299-03_4_full_segm.png
MEN-Jackets_Vests-id_00006344-01_1_front.jpg,1,1,1,3,3,1,MEN-Jackets_Vests-id_00006344,01,front,MEN-Jackets_Vests-id_00006344-01_1_front_segm.png
MEN-Jackets_Vests-id_00006736-01_7_additional.jpg,1,0,0,4,3,3,MEN-Jackets_Vests-id_00006736,01,additional,MEN-Jackets_Vests-id_00006736-01_7_additional_segm.png
MEN-Jackets_Vests-id_00006915-01_4_full.jpg,1,1,1,3,3,5,MEN-Jackets_Vests-id_00006915,01,full,MEN-Jackets_Vests-id_00006915-01_4_full_segm.png
MEN-Jackets_Vests-id_00007247-01_7_additional.jpg,1,0,0,1,3,3,MEN-Jackets_Vests-id_00007247,01,additional,MEN-Jackets_Vests-id_00007247-01_7_additional_segm.png
MEN-Jackets_Vests-id_00007324-01_7_additional.jpg,1,0,2,3,3,6,MEN-Jackets_Vests-id_00007324,01,additional,MEN-Jackets_Vests-id_00007324-01_7_additional_segm.png
MEN-Jackets_Vests-id_00007324-03_4_full.jpg,1,0,2,3,3,6,MEN-Jackets_Vests-id_00007324,03,full,MEN-Jackets_Vests-id_00007324-03_4_full_segm.png
MEN-Jackets_Vests-id_00007564-01_4_full.jpg,1,1,1,3,1,3,MEN-Jackets_Vests-id_00007564,01,full,MEN-Jackets_Vests-id_00007564-01_4_full_segm.png
MEN-Jackets_Vests-id_00007564-03_4_full.jpg,1,0,1,4,3,3,MEN-Jackets_Vests-id_00007564,03,full,MEN-Jackets_Vests-id_00007564-03_4_full_segm.png
MEN-Jackets_Vests-id_00007583-01_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00007583,01,full,MEN-Jackets_Vests-id_00007583-01_4_full_segm.png
MEN-Jackets_Vests-id_00007583-02_4_full.jpg,1,0,1,4,3,3,MEN-Jackets_Vests-id_00007583,02,full,MEN-Jackets_Vests-id_00007583-02_4_full_segm.png
MEN-Jackets_Vests-id_00007818-01_1_front.jpg,7,1,1,7,3,1,MEN-Jackets_Vests-id_00007818,01,front,MEN-Jackets_Vests-id_00007818-01_1_front_segm.png
MEN-Pants-id_00000063-02_4_full.jpg,1,1,7,3,3,7,MEN-Pants-id_00000063,02,full,MEN-Pants-id_00000063-02_4_full_segm.png
MEN-Pants-id_00000114-01_1_front.jpg,1,1,7,3,3,7,MEN-Pants-id_00000114,01,front,MEN-Pants-id_00000114-01_1_front_segm.png
MEN-Pants-id_00000114-03_1_front.jpg,1,1,7,3,3,7,MEN-Pants-id_00000114,03,front,MEN-Pants-id_00000114-03_1_front_segm.png
MEN-Pants-id_00000114-06_1_front.jpg,1,1,7,3,3,7,MEN-Pants-id_00000114,06,front,MEN-Pants-id_00000114-06_1_front_segm.png
MEN-Pants-id_00000114-07_1_front.jpg,1,1,7,3,3,7,MEN-Pants-id_00000114,07,front,MEN-Pants-id_00000114-07_1_front_segm.png
MEN-Pants-id_00000114-08_1_front.jpg,1,1,7,3,3,7,MEN-Pants-id_00000114,08,front,MEN-Pants-id_00000114-08_1_front_segm.png
MEN-Pants-id_00000114-09_1_front.jpg,1,1,7,3,3,7,MEN-Pants-id_00000114,09,front,MEN-Pants-id_00000114-09_1_front_segm.png
MEN-Pants-id_00000256-02_4_full.jpg,1,1,7,1,3,7,MEN-Pants-id_00000256,02,full,MEN-Pants-id_00000256-02_4_full_segm.png
MEN-Pants-id_00000256-03_4_full.jpg,1,1,1,3,3,3,MEN-Pants-id_00000256,03,full,MEN-Pants-id_00000256-03_4_full_segm.png
MEN-Pants-id_00000273-01_1_front.jpg,1,1,7,3,3,7,MEN-Pants-id_00000273,01,front,MEN-Pants-id_00000273-01_1_front_segm.png
MEN-Pants-id_00000290-04_7_additional.jpg,1,1,7,3,1,7,MEN-Pants-id_00000290,04,additional,MEN-Pants-id_00000290-04_7_additional_segm.png
