,img_name,upper_fabric,lower_fabric,outer_fabric,upper_pattern,lower_pattern,outer_pattern,img_id,img_num,img_view
56,MEN-Denim-id_00003252-01_1_front.jpg,1,1,7,3,4,7,MEN-Denim-id_00003252,01,front
58,MEN-Denim-id_00003570-01_7_additional.jpg,1,1,7,3,3,7,MEN-Denim-id_00003570,01,additional
59,MEN-Denim-id_00003734-01_1_front.jpg,4,0,7,2,3,7,MEN-Denim-id_00003734,01,front
60,MEN-Denim-id_00003845-02_1_front.jpg,1,0,7,3,4,7,MEN-Denim-id_00003845,02,front
61,MEN-Denim-id_00003879-01_7_additional.jpg,1,1,7,3,1,7,MEN-Denim-id_00003879,01,additional
62,MEN-Denim-id_00003879-02_7_additional.jpg,1,1,7,3,1,7,MEN-Denim-id_00003879,02,additional
63,MEN-Denim-id_00004051-01_4_full.jpg,1,0,7,3,3,7,MEN-Denim-id_00004051,01,full
65,MEN-Denim-id_00004714-01_7_additional.jpg,1,0,7,3,3,7,MEN-Denim-id_00004714,01,additional
66,MEN-Denim-id_00004807-01_7_additional.jpg,1,0,7,3,3,7,MEN-Denim-id_00004807,01,additional
68,MEN-Denim-id_00005208-01_7_additional.jpg,1,1,2,3,3,3,MEN-Denim-id_00005208,01,additional
69,MEN-Denim-id_00005378-01_7_additional.jpg,4,1,7,3,3,7,MEN-Denim-id_00005378,01,additional
71,MEN-Denim-id_00005608-01_7_additional.jpg,1,0,7,3,4,7,MEN-Denim-id_00005608,01,additional
72,MEN-Denim-id_00005663-01_4_full.jpg,1,1,7,3,3,7,MEN-Denim-id_00005663,01,full
73,MEN-Denim-id_00005724-01_7_additional.jpg,1,0,7,3,3,7,MEN-Denim-id_00005724,01,additional
74,MEN-Denim-id_00005769-02_4_full.jpg,1,0,1,3,3,3,MEN-Denim-id_00005769,02,full
75,MEN-Denim-id_00005826-01_7_additional.jpg,1,1,7,3,3,7,MEN-Denim-id_00005826,01,additional
76,MEN-Denim-id_00005887-01_7_additional.jpg,1,1,7,3,3,7,MEN-Denim-id_00005887,01,additional
77,MEN-Denim-id_00005887-02_7_additional.jpg,1,0,7,3,3,7,MEN-Denim-id_00005887,02,additional
78,MEN-Denim-id_00005887-03_7_additional.jpg,1,0,7,3,4,7,MEN-Denim-id_00005887,03,additional
79,MEN-Denim-id_00006034-01_4_full.jpg,1,0,0,3,3,3,MEN-Denim-id_00006034,01,full
80,MEN-Denim-id_00006106-01_7_additional.jpg,1,0,7,5,4,7,MEN-Denim-id_00006106,01,additional
82,MEN-Denim-id_00006359-01_7_additional.jpg,1,0,0,3,4,5,MEN-Denim-id_00006359,01,additional
83,MEN-Denim-id_00006407-01_7_additional.jpg,1,0,7,3,3,7,MEN-Denim-id_00006407,01,additional
84,MEN-Denim-id_00006407-02_7_additional.jpg,1,0,7,3,3,7,MEN-Denim-id_00006407,02,additional
85,MEN-Denim-id_00006407-03_7_additional.jpg,1,1,7,1,4,7,MEN-Denim-id_00006407,03,additional
87,MEN-Denim-id_00006465-01_7_additional.jpg,1,0,7,3,4,7,MEN-Denim-id_00006465,01,additional
88,MEN-Denim-id_00006841-01_1_front.jpg,1,0,7,1,3,7,MEN-Denim-id_00006841,01,front
90,MEN-Denim-id_00007216-01_7_additional.jpg,1,0,7,3,3,7,MEN-Denim-id_00007216,01,additional
91,MEN-Denim-id_00007297-01_7_additional.jpg,0,1,7,3,3,7,MEN-Denim-id_00007297,01,additional
93,MEN-Denim-id_00007524-01_4_full.jpg,1,0,7,1,5,7,MEN-Denim-id_00007524,01,full
94,MEN-Denim-id_00007570-01_1_front.jpg,1,0,7,6,3,7,MEN-Denim-id_00007570,01,front
95,MEN-Denim-id_00007607-01_1_front.jpg,1,0,7,3,4,7,MEN-Denim-id_00007607,01,front
99,MEN-Jackets_Vests-id_00000084-04_4_full.jpg,1,1,1,3,3,6,MEN-Jackets_Vests-id_00000084,04,full
101,MEN-Jackets_Vests-id_00000084-05_1_front.jpg,1,0,1,3,3,6,MEN-Jackets_Vests-id_00000084,05,front
108,MEN-Jackets_Vests-id_00000084-07_7_additional.jpg,1,1,7,3,4,6,MEN-Jackets_Vests-id_00000084,07,additional
112,MEN-Jackets_Vests-id_00000084-08_4_full.jpg,1,1,7,3,3,6,MEN-Jackets_Vests-id_00000084,08,full
117,MEN-Jackets_Vests-id_00000094-01_4_full.jpg,1,1,1,1,3,3,MEN-Jackets_Vests-id_00000094,01,full
120,MEN-Jackets_Vests-id_00000094-02_7_additional.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00000094,02,additional
124,MEN-Jackets_Vests-id_00000094-04_7_additional.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00000094,04,additional
131,MEN-Jackets_Vests-id_00000168-02_4_full.jpg,1,1,1,2,4,3,MEN-Jackets_Vests-id_00000168,02,full
136,MEN-Jackets_Vests-id_00000168-03_4_full.jpg,7,1,1,7,3,3,MEN-Jackets_Vests-id_00000168,03,full
140,MEN-Jackets_Vests-id_00000393-01_4_full.jpg,1,1,1,4,3,3,MEN-Jackets_Vests-id_00000393,01,full
142,MEN-Jackets_Vests-id_00000653-01_1_front.jpg,1,1,1,3,4,3,MEN-Jackets_Vests-id_00000653,01,front
149,MEN-Jackets_Vests-id_00000653-02_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00000653,02,full
154,MEN-Jackets_Vests-id_00000653-04_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00000653,04,full
157,MEN-Jackets_Vests-id_00000716-03_4_full.jpg,1,0,0,3,3,6,MEN-Jackets_Vests-id_00000716,03,full
161,MEN-Jackets_Vests-id_00000716-04_4_full.jpg,1,1,0,3,3,6,MEN-Jackets_Vests-id_00000716,04,full
165,MEN-Jackets_Vests-id_00000716-07_4_full.jpg,1,1,0,3,4,6,MEN-Jackets_Vests-id_00000716,07,full
169,MEN-Jackets_Vests-id_00000763-01_4_full.jpg,1,0,1,3,3,1,MEN-Jackets_Vests-id_00000763,01,full
171,MEN-Jackets_Vests-id_00000946-04_1_front.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00000946,04,front
176,MEN-Jackets_Vests-id_00001291-01_1_front.jpg,1,1,0,4,3,3,MEN-Jackets_Vests-id_00001291,01,front
183,MEN-Jackets_Vests-id_00001875-01_7_additional.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00001875,01,additional
187,MEN-Jackets_Vests-id_00001875-03_4_full.jpg,1,1,1,3,4,3,MEN-Jackets_Vests-id_00001875,03,full
190,MEN-Jackets_Vests-id_00001903-01_4_full.jpg,1,1,7,3,3,7,MEN-Jackets_Vests-id_00001903,01,full
198,MEN-Jackets_Vests-id_00002173-04_4_full.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00002173,04,full
207,MEN-Jackets_Vests-id_00002375-01_7_additional.jpg,4,0,2,3,5,3,MEN-Jackets_Vests-id_00002375,01,additional
209,MEN-Jackets_Vests-id_00002439-01_2_side.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00002439,01,side
213,MEN-Jackets_Vests-id_00002439-02_4_full.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00002439,02,full
217,MEN-Jackets_Vests-id_00002439-04_4_full.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00002439,04,full
221,MEN-Jackets_Vests-id_00002446-01_7_additional.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00002446,01,additional
222,MEN-Jackets_Vests-id_00002446-04_1_front.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00002446,04,front
226,MEN-Jackets_Vests-id_00002446-05_1_front.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00002446,05,front
229,MEN-Jackets_Vests-id_00002754-01_1_front.jpg,1,0,1,2,4,3,MEN-Jackets_Vests-id_00002754,01,front
236,MEN-Jackets_Vests-id_00002958-04_7_additional.jpg,1,1,1,4,3,3,MEN-Jackets_Vests-id_00002958,04,additional
245,MEN-Jackets_Vests-id_00003336-05_7_additional.jpg,1,0,1,3,2,3,MEN-Jackets_Vests-id_00003336,05,additional
251,MEN-Jackets_Vests-id_00003336-06_7_additional.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00003336,06,additional
256,MEN-Jackets_Vests-id_00003336-07_7_additional.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00003336,07,additional
261,MEN-Jackets_Vests-id_00003336-08_7_additional.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00003336,08,additional
265,MEN-Jackets_Vests-id_00003336-09_4_full.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00003336,09,full
267,MEN-Jackets_Vests-id_00003336-09_7_additional.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00003336,09,additional
270,MEN-Jackets_Vests-id_00003336-10_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00003336,10,full
275,MEN-Jackets_Vests-id_00004014-01_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00004014,01,full
276,MEN-Jackets_Vests-id_00004014-01_6_flat.jpg,1,7,1,3,7,3,MEN-Jackets_Vests-id_00004014,01,flat
280,MEN-Jackets_Vests-id_00004014-02_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00004014,02,full
285,MEN-Jackets_Vests-id_00004014-03_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00004014,03,full
291,MEN-Jackets_Vests-id_00004235-01_4_full.jpg,1,0,2,3,4,3,MEN-Jackets_Vests-id_00004235,01,full
306,MEN-Jackets_Vests-id_00004328-01_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00004328,01,full
311,MEN-Jackets_Vests-id_00004328-02_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00004328,02,full
316,MEN-Jackets_Vests-id_00004328-03_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00004328,03,full
321,MEN-Jackets_Vests-id_00004606-01_4_full.jpg,1,0,2,3,3,5,MEN-Jackets_Vests-id_00004606,01,full
323,MEN-Jackets_Vests-id_00004622-01_1_front.jpg,1,1,2,3,3,5,MEN-Jackets_Vests-id_00004622,01,front
331,MEN-Jackets_Vests-id_00004672-01_7_additional.jpg,1,0,2,3,3,3,MEN-Jackets_Vests-id_00004672,01,additional
335,MEN-Jackets_Vests-id_00004882-01_7_additional.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00004882,01,additional
339,MEN-Jackets_Vests-id_00004882-02_7_additional.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00004882,02,additional
361,MEN-Jackets_Vests-id_00005346-01_4_full.jpg,1,0,0,3,3,3,MEN-Jackets_Vests-id_00005346,01,full
366,MEN-Jackets_Vests-id_00005451-01_4_full.jpg,1,0,2,4,3,3,MEN-Jackets_Vests-id_00005451,01,full
382,MEN-Jackets_Vests-id_00005597-01_7_additional.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00005597,01,additional
386,MEN-Jackets_Vests-id_00005943-01_7_additional.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00005943,01,additional
387,MEN-Jackets_Vests-id_00005943-07_1_front.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00005943,07,front
391,MEN-Jackets_Vests-id_00005943-08_1_front.jpg,0,0,0,3,3,3,MEN-Jackets_Vests-id_00005943,08,front
396,MEN-Jackets_Vests-id_00005943-09_4_full.jpg,0,0,0,3,3,3,MEN-Jackets_Vests-id_00005943,09,full
400,MEN-Jackets_Vests-id_00006299-01_4_full.jpg,1,0,2,3,3,3,MEN-Jackets_Vests-id_00006299,01,full
404,MEN-Jackets_Vests-id_00006299-02_4_full.jpg,1,0,2,1,3,6,MEN-Jackets_Vests-id_00006299,02,full
408,MEN-Jackets_Vests-id_00006299-03_4_full.jpg,1,0,2,3,3,6,MEN-Jackets_Vests-id_00006299,03,full
410,MEN-Jackets_Vests-id_00006344-01_1_front.jpg,1,1,1,3,3,1,MEN-Jackets_Vests-id_00006344,01,front
417,MEN-Jackets_Vests-id_00006736-01_7_additional.jpg,1,0,0,4,3,3,MEN-Jackets_Vests-id_00006736,01,additional
434,MEN-Jackets_Vests-id_00006915-01_4_full.jpg,1,1,1,3,3,5,MEN-Jackets_Vests-id_00006915,01,full
440,MEN-Jackets_Vests-id_00007247-01_7_additional.jpg,1,0,0,1,3,3,MEN-Jackets_Vests-id_00007247,01,additional
448,MEN-Jackets_Vests-id_00007324-01_7_additional.jpg,1,0,2,3,3,6,MEN-Jackets_Vests-id_00007324,01,additional
452,MEN-Jackets_Vests-id_00007324-03_4_full.jpg,1,0,2,3,3,6,MEN-Jackets_Vests-id_00007324,03,full
457,MEN-Jackets_Vests-id_00007564-01_4_full.jpg,1,1,1,3,1,3,MEN-Jackets_Vests-id_00007564,01,full
461,MEN-Jackets_Vests-id_00007564-03_4_full.jpg,1,0,1,4,3,3,MEN-Jackets_Vests-id_00007564,03,full
480,MEN-Jackets_Vests-id_00007583-01_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00007583,01,full
484,MEN-Jackets_Vests-id_00007583-02_4_full.jpg,1,0,1,4,3,3,MEN-Jackets_Vests-id_00007583,02,full
493,MEN-Jackets_Vests-id_00007818-01_1_front.jpg,7,1,1,7,3,1,MEN-Jackets_Vests-id_00007818,01,front
497,MEN-Pants-id_00000063-02_4_full.jpg,1,1,7,3,3,7,MEN-Pants-id_00000063,02,full
498,MEN-Pants-id_00000114-01_1_front.jpg,1,1,7,3,3,7,MEN-Pants-id_00000114,01,front
500,MEN-Pants-id_00000114-03_1_front.jpg,1,1,7,3,3,7,MEN-Pants-id_00000114,03,front
501,MEN-Pants-id_00000114-06_1_front.jpg,1,1,7,3,3,7,MEN-Pants-id_00000114,06,front
503,MEN-Pants-id_00000114-07_1_front.jpg,1,1,7,3,3,7,MEN-Pants-id_00000114,07,front
504,MEN-Pants-id_00000114-08_1_front.jpg,1,1,7,3,3,7,MEN-Pants-id_00000114,08,front
505,MEN-Pants-id_00000114-09_1_front.jpg,1,1,7,3,3,7,MEN-Pants-id_00000114,09,front
508,MEN-Pants-id_00000256-02_4_full.jpg,1,1,7,1,3,7,MEN-Pants-id_00000256,02,full
509,MEN-Pants-id_00000256-03_4_full.jpg,1,1,1,3,3,3,MEN-Pants-id_00000256,03,full
510,MEN-Pants-id_00000273-01_1_front.jpg,1,1,7,3,3,7,MEN-Pants-id_00000273,01,front
511,MEN-Pants-id_00000290-04_7_additional.jpg,1,1,7,3,1,7,MEN-Pants-id_00000290,04,additional
512,MEN-Pants-id_00000290-05_7_additional.jpg,1,1,7,3,1,7,MEN-Pants-id_00000290,05,additional
513,MEN-Pants-id_00000290-06_7_additional.jpg,1,1,7,3,1,7,MEN-Pants-id_00000290,06,additional
514,MEN-Pants-id_00000290-07_7_additional.jpg,1,1,7,3,1,7,MEN-Pants-id_00000290,07,additional
515,MEN-Pants-id_00000375-01_1_front.jpg,1,1,7,3,1,7,MEN-Pants-id_00000375,01,front
516,MEN-Pants-id_00000470-01_1_front.jpg,7,1,1,7,3,6,MEN-Pants-id_00000470,01,front
517,MEN-Pants-id_00000470-03_7_additional.jpg,1,1,7,3,3,7,MEN-Pants-id_00000470,03,additional
518,MEN-Pants-id_00000482-01_7_additional.jpg,1,1,1,3,0,0,MEN-Pants-id_00000482,01,additional
525,MEN-Pants-id_00000836-02_4_full.jpg,1,1,1,2,3,3,MEN-Pants-id_00000836,02,full
526,MEN-Pants-id_00000836-03_4_full.jpg,1,1,7,3,3,7,MEN-Pants-id_00000836,03,full
528,MEN-Pants-id_00000836-04_4_full.jpg,1,1,1,3,3,3,MEN-Pants-id_00000836,04,full
529,MEN-Pants-id_00000844-01_1_front.jpg,1,1,7,3,1,7,MEN-Pants-id_00000844,01,front
530,MEN-Pants-id_00000893-01_7_additional.jpg,1,1,2,3,3,3,MEN-Pants-id_00000893,01,additional
531,MEN-Pants-id_00001092-02_2_side.jpg,1,1,7,3,3,7,MEN-Pants-id_00001092,02,side
532,MEN-Pants-id_00001092-03_1_front.jpg,1,1,7,3,3,7,MEN-Pants-id_00001092,03,front
533,MEN-Pants-id_00001098-02_4_full.jpg,1,1,7,3,3,7,MEN-Pants-id_00001098,02,full
536,MEN-Pants-id_00001105-01_7_additional.jpg,1,1,7,3,3,7,MEN-Pants-id_00001105,01,additional
537,MEN-Pants-id_00001105-02_7_additional.jpg,1,1,7,3,3,7,MEN-Pants-id_00001105,02,additional
538,MEN-Pants-id_00001105-04_7_additional.jpg,1,1,7,3,3,7,MEN-Pants-id_00001105,04,additional
542,MEN-Pants-id_00001287-02_1_front.jpg,1,1,7,3,1,7,MEN-Pants-id_00001287,02,front
543,MEN-Pants-id_00001292-01_7_additional.jpg,1,1,1,5,6,3,MEN-Pants-id_00001292,01,additional
544,MEN-Pants-id_00001351-01_7_additional.jpg,1,1,7,3,1,7,MEN-Pants-id_00001351,01,additional
545,MEN-Pants-id_00001375-01_1_front.jpg,1,1,7,6,3,7,MEN-Pants-id_00001375,01,front
546,MEN-Pants-id_00001375-03_7_additional.jpg,1,1,1,3,3,3,MEN-Pants-id_00001375,03,additional
547,MEN-Pants-id_00001468-03_7_additional.jpg,1,1,7,3,3,7,MEN-Pants-id_00001468,03,additional
548,MEN-Pants-id_00001468-04_7_additional.jpg,1,1,7,3,3,7,MEN-Pants-id_00001468,04,additional
549,MEN-Pants-id_00001510-01_1_front.jpg,1,1,0,3,3,3,MEN-Pants-id_00001510,01,front
550,MEN-Pants-id_00001510-02_1_front.jpg,1,1,1,3,3,4,MEN-Pants-id_00001510,02,front
551,MEN-Pants-id_00001510-03_1_front.jpg,1,1,0,3,3,3,MEN-Pants-id_00001510,03,front
553,MEN-Pants-id_00001510-04_1_front.jpg,1,1,0,3,3,3,MEN-Pants-id_00001510,04,front
554,MEN-Pants-id_00001510-05_1_front.jpg,1,1,0,3,3,3,MEN-Pants-id_00001510,05,front
555,MEN-Pants-id_00001560-01_1_front.jpg,1,1,7,6,3,7,MEN-Pants-id_00001560,01,front
556,MEN-Pants-id_00001573-01_1_front.jpg,1,1,7,3,6,7,MEN-Pants-id_00001573,01,front
557,MEN-Pants-id_00001591-01_7_additional.jpg,1,1,7,3,1,7,MEN-Pants-id_00001591,01,additional
558,MEN-Pants-id_00001611-01_7_additional.jpg,1,1,7,3,1,7,MEN-Pants-id_00001611,01,additional
560,MEN-Pants-id_00001675-01_7_additional.jpg,1,1,7,3,3,7,MEN-Pants-id_00001675,01,additional
561,MEN-Pants-id_00001763-01_1_front.jpg,1,1,7,3,3,7,MEN-Pants-id_00001763,01,front
562,MEN-Pants-id_00001814-01_7_additional.jpg,1,1,1,3,3,3,MEN-Pants-id_00001814,01,additional
563,MEN-Pants-id_00001814-02_7_additional.jpg,1,1,7,3,6,7,MEN-Pants-id_00001814,02,additional
564,MEN-Pants-id_00002006-04_7_additional.jpg,1,1,7,3,3,7,MEN-Pants-id_00002006,04,additional
565,MEN-Pants-id_00002006-05_7_additional.jpg,1,1,7,3,3,7,MEN-Pants-id_00002006,05,additional
566,MEN-Pants-id_00002006-06_7_additional.jpg,1,1,7,3,3,7,MEN-Pants-id_00002006,06,additional
567,MEN-Pants-id_00002006-07_7_additional.jpg,1,1,7,3,3,7,MEN-Pants-id_00002006,07,additional
568,MEN-Pants-id_00002006-08_7_additional.jpg,1,1,7,3,3,7,MEN-Pants-id_00002006,08,additional
569,MEN-Pants-id_00002047-01_7_additional.jpg,1,1,7,3,1,7,MEN-Pants-id_00002047,01,additional
571,MEN-Pants-id_00002236-01_7_additional.jpg,1,1,7,3,6,7,MEN-Pants-id_00002236,01,additional
574,MEN-Pants-id_00002493-01_7_additional.jpg,1,1,7,3,3,7,MEN-Pants-id_00002493,01,additional
575,MEN-Pants-id_00002493-02_7_additional.jpg,1,1,7,3,3,7,MEN-Pants-id_00002493,02,additional
576,MEN-Pants-id_00002493-03_7_additional.jpg,1,1,7,3,3,7,MEN-Pants-id_00002493,03,additional
577,MEN-Pants-id_00002493-04_7_additional.jpg,1,1,7,3,3,7,MEN-Pants-id_00002493,04,additional
578,MEN-Pants-id_00002493-05_7_additional.jpg,1,1,7,3,3,7,MEN-Pants-id_00002493,05,additional
579,MEN-Pants-id_00002493-06_7_additional.jpg,0,1,7,3,3,7,MEN-Pants-id_00002493,06,additional
580,MEN-Pants-id_00002494-01_4_full.jpg,1,1,1,3,5,3,MEN-Pants-id_00002494,01,full
584,MEN-Pants-id_00002661-01_7_additional.jpg,1,1,7,3,1,7,MEN-Pants-id_00002661,01,additional
586,MEN-Pants-id_00002898-04_7_additional.jpg,1,1,7,3,3,7,MEN-Pants-id_00002898,04,additional
587,MEN-Pants-id_00002898-05_7_additional.jpg,1,1,7,3,3,7,MEN-Pants-id_00002898,05,additional
588,MEN-Pants-id_00002898-08_7_additional.jpg,1,1,7,3,3,7,MEN-Pants-id_00002898,08,additional
589,MEN-Pants-id_00002898-09_7_additional.jpg,1,1,7,3,3,7,MEN-Pants-id_00002898,09,additional
590,MEN-Pants-id_00002898-10_7_additional.jpg,1,1,7,3,3,7,MEN-Pants-id_00002898,10,additional
591,MEN-Pants-id_00003063-01_7_additional.jpg,1,1,7,3,3,7,MEN-Pants-id_00003063,01,additional
592,MEN-Pants-id_00003083-01_1_front.jpg,1,1,1,3,3,3,MEN-Pants-id_00003083,01,front
594,MEN-Pants-id_00003301-01_7_additional.jpg,1,1,7,3,3,7,MEN-Pants-id_00003301,01,additional
595,MEN-Pants-id_00003301-02_7_additional.jpg,1,1,2,3,3,3,MEN-Pants-id_00003301,02,additional
597,MEN-Pants-id_00003356-01_7_additional.jpg,1,1,7,3,1,7,MEN-Pants-id_00003356,01,additional
598,MEN-Pants-id_00003461-01_7_additional.jpg,1,1,7,1,1,7,MEN-Pants-id_00003461,01,additional
600,MEN-Pants-id_00003517-01_4_full.jpg,1,1,7,3,1,7,MEN-Pants-id_00003517,01,full
601,MEN-Pants-id_00003519-01_1_front.jpg,1,1,7,6,6,7,MEN-Pants-id_00003519,01,front
602,MEN-Pants-id_00003564-01_4_full.jpg,1,1,7,3,1,7,MEN-Pants-id_00003564,01,full
603,MEN-Pants-id_00003594-04_7_additional.jpg,1,1,7,3,3,7,MEN-Pants-id_00003594,04,additional
604,MEN-Pants-id_00003594-05_7_additional.jpg,1,1,7,3,3,7,MEN-Pants-id_00003594,05,additional
605,MEN-Pants-id_00003594-07_7_additional.jpg,1,1,7,3,3,7,MEN-Pants-id_00003594,07,additional
606,MEN-Pants-id_00003612-01_1_front.jpg,1,1,7,3,3,7,MEN-Pants-id_00003612,01,front
