,img_name,upper_fabric,lower_fabric,outer_fabric,upper_pattern,lower_pattern,outer_pattern,img_id,img_num,img_view,segm_name
108,MEN-Jackets_Vests-id_00000084-07_7_additional.jpg,1,1,7,3,4,6,MEN-Jackets_Vests-id_00000084,07,additional,MEN-Jackets_Vests-id_00000084-07_7_additional_segm.png
112,MEN-Jackets_Vests-id_00000084-08_4_full.jpg,1,1,7,3,3,6,MEN-Jackets_Vests-id_00000084,08,full,MEN-Jackets_Vests-id_00000084-08_4_full_segm.png
117,MEN-Jackets_Vests-id_00000094-01_4_full.jpg,1,1,1,1,3,3,MEN-Jackets_Vests-id_00000094,01,full,MEN-Jackets_Vests-id_00000094-01_4_full_segm.png
120,MEN-Jackets_Vests-id_00000094-02_7_additional.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00000094,02,additional,MEN-Jackets_Vests-id_00000094-02_7_additional_segm.png
124,MEN-Jackets_Vests-id_00000094-04_7_additional.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00000094,04,additional,MEN-Jackets_Vests-id_00000094-04_7_additional_segm.png
131,MEN-Jackets_Vests-id_00000168-02_4_full.jpg,1,1,1,2,4,3,MEN-Jackets_Vests-id_00000168,02,full,MEN-Jackets_Vests-id_00000168-02_4_full_segm.png
136,MEN-Jackets_Vests-id_00000168-03_4_full.jpg,7,1,1,7,3,3,MEN-Jackets_Vests-id_00000168,03,full,MEN-Jackets_Vests-id_00000168-03_4_full_segm.png
140,MEN-Jackets_Vests-id_00000393-01_4_full.jpg,1,1,1,4,3,3,MEN-Jackets_Vests-id_00000393,01,full,MEN-Jackets_Vests-id_00000393-01_4_full_segm.png
142,MEN-Jackets_Vests-id_00000653-01_1_front.jpg,1,1,1,3,4,3,MEN-Jackets_Vests-id_00000653,01,front,MEN-Jackets_Vests-id_00000653-01_1_front_segm.png
149,MEN-Jackets_Vests-id_00000653-02_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00000653,02,full,MEN-Jackets_Vests-id_00000653-02_4_full_segm.png
154,MEN-Jackets_Vests-id_00000653-04_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00000653,04,full,MEN-Jackets_Vests-id_00000653-04_4_full_segm.png
157,MEN-Jackets_Vests-id_00000716-03_4_full.jpg,1,0,0,3,3,6,MEN-Jackets_Vests-id_00000716,03,full,MEN-Jackets_Vests-id_00000716-03_4_full_segm.png
161,MEN-Jackets_Vests-id_00000716-04_4_full.jpg,1,1,0,3,3,6,MEN-Jackets_Vests-id_00000716,04,full,MEN-Jackets_Vests-id_00000716-04_4_full_segm.png
165,MEN-Jackets_Vests-id_00000716-07_4_full.jpg,1,1,0,3,4,6,MEN-Jackets_Vests-id_00000716,07,full,MEN-Jackets_Vests-id_00000716-07_4_full_segm.png
169,MEN-Jackets_Vests-id_00000763-01_4_full.jpg,1,0,1,3,3,1,MEN-Jackets_Vests-id_00000763,01,full,MEN-Jackets_Vests-id_00000763-01_4_full_segm.png
171,MEN-Jackets_Vests-id_00000946-04_1_front.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00000946,04,front,MEN-Jackets_Vests-id_00000946-04_1_front_segm.png
176,MEN-Jackets_Vests-id_00001291-01_1_front.jpg,1,1,0,4,3,3,MEN-Jackets_Vests-id_00001291,01,front,MEN-Jackets_Vests-id_00001291-01_1_front_segm.png
183,MEN-Jackets_Vests-id_00001875-01_7_additional.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00001875,01,additional,MEN-Jackets_Vests-id_00001875-01_7_additional_segm.png
187,MEN-Jackets_Vests-id_00001875-03_4_full.jpg,1,1,1,3,4,3,MEN-Jackets_Vests-id_00001875,03,full,MEN-Jackets_Vests-id_00001875-03_4_full_segm.png
190,MEN-Jackets_Vests-id_00001903-01_4_full.jpg,1,1,7,3,3,7,MEN-Jackets_Vests-id_00001903,01,full,MEN-Jackets_Vests-id_00001903-01_4_full_segm.png
198,MEN-Jackets_Vests-id_00002173-04_4_full.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00002173,04,full,MEN-Jackets_Vests-id_00002173-04_4_full_segm.png
203,MEN-Jackets_Vests-id_00002268-01_4_full.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00002268,01,full,MEN-Jackets_Vests-id_00002268-01_4_full_segm.png
207,MEN-Jackets_Vests-id_00002375-01_7_additional.jpg,4,0,2,3,5,3,MEN-Jackets_Vests-id_00002375,01,additional,MEN-Jackets_Vests-id_00002375-01_7_additional_segm.png
209,MEN-Jackets_Vests-id_00002439-01_2_side.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00002439,01,side,MEN-Jackets_Vests-id_00002439-01_2_side_segm.png
213,MEN-Jackets_Vests-id_00002439-02_4_full.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00002439,02,full,MEN-Jackets_Vests-id_00002439-02_4_full_segm.png
217,MEN-Jackets_Vests-id_00002439-04_4_full.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00002439,04,full,MEN-Jackets_Vests-id_00002439-04_4_full_segm.png
221,MEN-Jackets_Vests-id_00002446-01_7_additional.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00002446,01,additional,MEN-Jackets_Vests-id_00002446-01_7_additional_segm.png
222,MEN-Jackets_Vests-id_00002446-04_1_front.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00002446,04,front,MEN-Jackets_Vests-id_00002446-04_1_front_segm.png
226,MEN-Jackets_Vests-id_00002446-05_1_front.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00002446,05,front,MEN-Jackets_Vests-id_00002446-05_1_front_segm.png
229,MEN-Jackets_Vests-id_00002754-01_1_front.jpg,1,0,1,2,4,3,MEN-Jackets_Vests-id_00002754,01,front,MEN-Jackets_Vests-id_00002754-01_1_front_segm.png
236,MEN-Jackets_Vests-id_00002958-04_7_additional.jpg,1,1,1,4,3,3,MEN-Jackets_Vests-id_00002958,04,additional,MEN-Jackets_Vests-id_00002958-04_7_additional_segm.png
240,MEN-Jackets_Vests-id_00003311-01_4_full.jpg,1,0,2,3,3,3,MEN-Jackets_Vests-id_00003311,01,full,MEN-Jackets_Vests-id_00003311-01_4_full_segm.png
245,MEN-Jackets_Vests-id_00003336-05_7_additional.jpg,1,0,1,3,2,3,MEN-Jackets_Vests-id_00003336,05,additional,MEN-Jackets_Vests-id_00003336-05_7_additional_segm.png
251,MEN-Jackets_Vests-id_00003336-06_7_additional.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00003336,06,additional,MEN-Jackets_Vests-id_00003336-06_7_additional_segm.png
256,MEN-Jackets_Vests-id_00003336-07_7_additional.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00003336,07,additional,MEN-Jackets_Vests-id_00003336-07_7_additional_segm.png
261,MEN-Jackets_Vests-id_00003336-08_7_additional.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00003336,08,additional,MEN-Jackets_Vests-id_00003336-08_7_additional_segm.png
265,MEN-Jackets_Vests-id_00003336-09_4_full.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00003336,09,full,MEN-Jackets_Vests-id_00003336-09_4_full_segm.png
267,MEN-Jackets_Vests-id_00003336-09_7_additional.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00003336,09,additional,MEN-Jackets_Vests-id_00003336-09_7_additional_segm.png
270,MEN-Jackets_Vests-id_00003336-10_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00003336,10,full,MEN-Jackets_Vests-id_00003336-10_4_full_segm.png
275,MEN-Jackets_Vests-id_00004014-01_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00004014,01,full,MEN-Jackets_Vests-id_00004014-01_4_full_segm.png
276,MEN-Jackets_Vests-id_00004014-01_6_flat.jpg,1,7,1,3,7,3,MEN-Jackets_Vests-id_00004014,01,flat,MEN-Jackets_Vests-id_00004014-01_6_flat_segm.png
280,MEN-Jackets_Vests-id_00004014-02_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00004014,02,full,MEN-Jackets_Vests-id_00004014-02_4_full_segm.png
285,MEN-Jackets_Vests-id_00004014-03_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00004014,03,full,MEN-Jackets_Vests-id_00004014-03_4_full_segm.png
291,MEN-Jackets_Vests-id_00004235-01_4_full.jpg,1,0,2,3,4,3,MEN-Jackets_Vests-id_00004235,01,full,MEN-Jackets_Vests-id_00004235-01_4_full_segm.png
296,MEN-Jackets_Vests-id_00004319-01_4_full.jpg,1,0,2,3,3,3,MEN-Jackets_Vests-id_00004319,01,full,MEN-Jackets_Vests-id_00004319-01_4_full_segm.png
301,MEN-Jackets_Vests-id_00004319-03_4_full.jpg,1,0,2,3,3,3,MEN-Jackets_Vests-id_00004319,03,full,MEN-Jackets_Vests-id_00004319-03_4_full_segm.png
306,MEN-Jackets_Vests-id_00004328-01_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00004328,01,full,MEN-Jackets_Vests-id_00004328-01_4_full_segm.png
311,MEN-Jackets_Vests-id_00004328-02_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00004328,02,full,MEN-Jackets_Vests-id_00004328-02_4_full_segm.png
316,MEN-Jackets_Vests-id_00004328-03_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00004328,03,full,MEN-Jackets_Vests-id_00004328-03_4_full_segm.png
321,MEN-Jackets_Vests-id_00004606-01_4_full.jpg,1,0,2,3,3,5,MEN-Jackets_Vests-id_00004606,01,full,MEN-Jackets_Vests-id_00004606-01_4_full_segm.png
323,MEN-Jackets_Vests-id_00004622-01_1_front.jpg,1,1,2,3,3,5,MEN-Jackets_Vests-id_00004622,01,front,MEN-Jackets_Vests-id_00004622-01_1_front_segm.png
331,MEN-Jackets_Vests-id_00004672-01_7_additional.jpg,1,0,2,3,3,3,MEN-Jackets_Vests-id_00004672,01,additional,MEN-Jackets_Vests-id_00004672-01_7_additional_segm.png
335,MEN-Jackets_Vests-id_00004882-01_7_additional.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00004882,01,additional,MEN-Jackets_Vests-id_00004882-01_7_additional_segm.png
339,MEN-Jackets_Vests-id_00004882-02_7_additional.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00004882,02,additional,MEN-Jackets_Vests-id_00004882-02_7_additional_segm.png
343,MEN-Jackets_Vests-id_00005047-01_4_full.jpg,0,0,0,3,3,3,MEN-Jackets_Vests-id_00005047,01,full,MEN-Jackets_Vests-id_00005047-01_4_full_segm.png
347,MEN-Jackets_Vests-id_00005097-04_7_additional.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00005097,04,additional,MEN-Jackets_Vests-id_00005097-04_7_additional_segm.png
351,MEN-Jackets_Vests-id_00005097-05_4_full.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00005097,05,full,MEN-Jackets_Vests-id_00005097-05_4_full_segm.png
355,MEN-Jackets_Vests-id_00005097-07_4_full.jpg,1,0,1,4,3,3,MEN-Jackets_Vests-id_00005097,07,full,MEN-Jackets_Vests-id_00005097-07_4_full_segm.png
356,MEN-Jackets_Vests-id_00005097-08_1_front.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00005097,08,front,MEN-Jackets_Vests-id_00005097-08_1_front_segm.png
361,MEN-Jackets_Vests-id_00005346-01_4_full.jpg,1,0,0,3,3,3,MEN-Jackets_Vests-id_00005346,01,full,MEN-Jackets_Vests-id_00005346-01_4_full_segm.png
366,MEN-Jackets_Vests-id_00005451-01_4_full.jpg,1,0,2,4,3,3,MEN-Jackets_Vests-id_00005451,01,full,MEN-Jackets_Vests-id_00005451-01_4_full_segm.png
370,MEN-Jackets_Vests-id_00005528-06_4_full.jpg,4,0,1,3,3,3,MEN-Jackets_Vests-id_00005528,06,full,MEN-Jackets_Vests-id_00005528-06_4_full_segm.png
374,MEN-Jackets_Vests-id_00005528-08_4_full.jpg,4,0,1,3,3,3,MEN-Jackets_Vests-id_00005528,08,full,MEN-Jackets_Vests-id_00005528-08_4_full_segm.png
