,img_name,upper_fabric,lower_fabric,outer_fabric,upper_pattern,lower_pattern,outer_pattern,img_id,img_num,img_view,segm_name
9252,WOMEN-Blouses_Shirts-id_00004075-02_4_full.jpg,1,1,7,1,1,7,WOMEN-Blouses_Shirts-id_00004075,02,full,WOMEN-Blouses_Shirts-id_00004075-02_4_full_segm.png
5662,WOMEN-Blouses_Shirts-id_00000276-05_4_full.jpg,1,0,7,1,3,7,WOMEN-Blouses_Shirts-id_00000276,05,full,WOMEN-Blouses_Shirts-id_00000276-05_4_full_segm.png
27375,WOMEN-Shorts-id_00003613-02_4_full.jpg,1,1,7,3,0,7,WOMEN-Shorts-id_00003613,02,full,WOMEN-Shorts-id_00003613-02_4_full_segm.png
1444,MEN-Shorts-id_00002110-02_7_additional.jpg,1,1,0,3,3,3,MEN-Shorts-id_00002110,02,additional,MEN-Shorts-id_00002110-02_7_additional_segm.png
28327,WOMEN-Skirts-id_00001847-02_1_front.jpg,1,1,3,5,1,3,WOMEN-Skirts-id_00001847,02,front,WOMEN-Skirts-id_00001847-02_1_front_segm.png
18481,WOMEN-Dresses-id_00004700-02_2_side.jpg,5,5,7,1,1,7,WOMEN-Dresses-id_00004700,02,side,WOMEN-Dresses-id_00004700-02_2_side_segm.png
5269,MEN-Tees_Tanks-id_00007466-02_7_additional.jpg,1,1,7,3,3,7,MEN-Tees_Tanks-id_00007466,02,additional,MEN-Tees_Tanks-id_00007466-02_7_additional_segm.png
18501,WOMEN-Dresses-id_00004743-02_4_full.jpg,1,1,7,2,2,7,WOMEN-Dresses-id_00004743,02,full,WOMEN-Dresses-id_00004743-02_4_full_segm.png
33913,WOMEN-Tees_Tanks-id_00001011-07_1_front.jpg,1,0,7,1,3,7,WOMEN-Tees_Tanks-id_00001011,07,front,WOMEN-Tees_Tanks-id_00001011-07_1_front_segm.png
20809,WOMEN-Dresses-id_00007101-04_1_front.jpg,5,5,7,3,3,7,WOMEN-Dresses-id_00007101,04,front,WOMEN-Dresses-id_00007101-04_1_front_segm.png
28348,WOMEN-Skirts-id_00002342-01_1_front.jpg,1,2,7,3,3,7,WOMEN-Skirts-id_00002342,01,front,WOMEN-Skirts-id_00002342-01_1_front_segm.png
36782,WOMEN-Tees_Tanks-id_00003095-01_4_full.jpg,1,1,7,3,3,7,WOMEN-Tees_Tanks-id_00003095,01,full,WOMEN-Tees_Tanks-id_00003095-01_4_full_segm.png
29736,WOMEN-Sweaters-id_00002124-02_4_full.jpg,3,2,7,3,3,7,WOMEN-Sweaters-id_00002124,02,full,WOMEN-Sweaters-id_00002124-02_4_full_segm.png
24628,WOMEN-Leggings-id_00002117-03_1_front.jpg,1,0,4,3,3,3,WOMEN-Leggings-id_00002117,03,front,WOMEN-Leggings-id_00002117-03_1_front_segm.png
36448,WOMEN-Tees_Tanks-id_00002824-03_4_full.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00002824,03,full,WOMEN-Tees_Tanks-id_00002824-03_4_full_segm.png
26431,WOMEN-Rompers_Jumpsuits-id_00006112-02_2_side.jpg,1,1,7,1,1,7,WOMEN-Rompers_Jumpsuits-id_00006112,02,side,WOMEN-Rompers_Jumpsuits-id_00006112-02_2_side_segm.png
28344,WOMEN-Skirts-id_00002166-02_4_full.jpg,1,1,7,3,3,7,WOMEN-Skirts-id_00002166,02,full,WOMEN-Skirts-id_00002166-02_4_full_segm.png
15550,WOMEN-Dresses-id_00000924-01_1_front.jpg,5,5,7,3,3,7,WOMEN-Dresses-id_00000924,01,front,WOMEN-Dresses-id_00000924-01_1_front_segm.png
43251,WOMEN-Tees_Tanks-id_00007514-04_4_full.jpg,1,0,7,1,3,7,WOMEN-Tees_Tanks-id_00007514,04,full,WOMEN-Tees_Tanks-id_00007514-04_4_full_segm.png
27086,WOMEN-Shorts-id_00001827-04_4_full.jpg,1,1,7,2,3,7,WOMEN-Shorts-id_00001827,04,full,WOMEN-Shorts-id_00001827-04_4_full_segm.png
20033,WOMEN-Dresses-id_00006244-04_3_back.jpg,1,1,7,3,3,7,WOMEN-Dresses-id_00006244,04,back,WOMEN-Dresses-id_00006244-04_3_back_segm.png
3345,MEN-Tees_Tanks-id_00001774-05_4_full.jpg,1,0,7,3,3,7,MEN-Tees_Tanks-id_00001774,05,full,MEN-Tees_Tanks-id_00001774-05_4_full_segm.png
4993,MEN-Tees_Tanks-id_00006532-06_1_front.jpg,1,1,7,3,3,7,MEN-Tees_Tanks-id_00006532,06,front,MEN-Tees_Tanks-id_00006532-06_1_front_segm.png
17472,WOMEN-Dresses-id_00003485-02_2_side.jpg,1,1,7,1,1,7,WOMEN-Dresses-id_00003485,02,side,WOMEN-Dresses-id_00003485-02_2_side_segm.png
32978,WOMEN-Tees_Tanks-id_00000135-07_7_additional.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00000135,07,additional,WOMEN-Tees_Tanks-id_00000135-07_7_additional_segm.png
12862,WOMEN-Blouses_Shirts-id_00007638-01_4_full.jpg,5,0,7,1,3,7,WOMEN-Blouses_Shirts-id_00007638,01,full,WOMEN-Blouses_Shirts-id_00007638-01_4_full_segm.png
1530,MEN-Shorts-id_00004852-01_4_full.jpg,1,1,7,3,1,7,MEN-Shorts-id_00004852,01,full,MEN-Shorts-id_00004852-01_4_full_segm.png
16139,WOMEN-Dresses-id_00001876-02_7_additional.jpg,1,1,7,1,1,7,WOMEN-Dresses-id_00001876,02,additional,WOMEN-Dresses-id_00001876-02_7_additional_segm.png
25157,WOMEN-Pants-id_00007556-07_1_front.jpg,1,1,7,3,3,7,WOMEN-Pants-id_00007556,07,front,WOMEN-Pants-id_00007556-07_1_front_segm.png
5666,WOMEN-Blouses_Shirts-id_00000283-02_4_full.jpg,5,0,7,0,3,7,WOMEN-Blouses_Shirts-id_00000283,02,full,WOMEN-Blouses_Shirts-id_00000283-02_4_full_segm.png
40698,WOMEN-Tees_Tanks-id_00005638-01_7_additional.jpg,1,2,7,3,3,7,WOMEN-Tees_Tanks-id_00005638,01,additional,WOMEN-Tees_Tanks-id_00005638-01_7_additional_segm.png
28212,WOMEN-Skirts-id_00000902-01_4_full.jpg,1,1,7,3,3,7,WOMEN-Skirts-id_00000902,01,full,WOMEN-Skirts-id_00000902-01_4_full_segm.png
43199,WOMEN-Tees_Tanks-id_00007473-02_4_full.jpg,1,0,7,2,3,7,WOMEN-Tees_Tanks-id_00007473,02,full,WOMEN-Tees_Tanks-id_00007473-02_4_full_segm.png
226,MEN-Jackets_Vests-id_00002446-05_1_front.jpg,1,0,1,3,3,3,MEN-Jackets_Vests-id_00002446,05,front,MEN-Jackets_Vests-id_00002446-05_1_front_segm.png
23119,WOMEN-Jackets_Coats-id_00001705-05_1_front.jpg,1,1,1,3,3,3,WOMEN-Jackets_Coats-id_00001705,05,front,WOMEN-Jackets_Coats-id_00001705-05_1_front_segm.png
24569,WOMEN-Jackets_Coats-id_00007977-02_4_full.jpg,1,2,7,3,3,7,WOMEN-Jackets_Coats-id_00007977,02,full,WOMEN-Jackets_Coats-id_00007977-02_4_full_segm.png
11190,WOMEN-Blouses_Shirts-id_00005942-02_4_full.jpg,5,0,7,1,3,7,WOMEN-Blouses_Shirts-id_00005942,02,full,WOMEN-Blouses_Shirts-id_00005942-02_4_full_segm.png
43689,WOMEN-Tees_Tanks-id_00007756-01_1_front.jpg,5,1,7,3,3,7,WOMEN-Tees_Tanks-id_00007756,01,front,WOMEN-Tees_Tanks-id_00007756-01_1_front_segm.png
26452,WOMEN-Rompers_Jumpsuits-id_00006330-02_1_front.jpg,1,1,7,2,2,7,WOMEN-Rompers_Jumpsuits-id_00006330,02,front,WOMEN-Rompers_Jumpsuits-id_00006330-02_1_front_segm.png
25219,WOMEN-Rompers_Jumpsuits-id_00000180-04_4_full.jpg,5,5,7,3,3,7,WOMEN-Rompers_Jumpsuits-id_00000180,04,full,WOMEN-Rompers_Jumpsuits-id_00000180-04_4_full_segm.png
14699,WOMEN-Denim-id_00005070-02_1_front.jpg,1,0,4,2,5,2,WOMEN-Denim-id_00005070,02,front,WOMEN-Denim-id_00005070-02_1_front_segm.png
11455,WOMEN-Blouses_Shirts-id_00006277-02_1_front.jpg,5,1,7,1,3,7,WOMEN-Blouses_Shirts-id_00006277,02,front,WOMEN-Blouses_Shirts-id_00006277-02_1_front_segm.png
19929,WOMEN-Dresses-id_00006098-08_2_side.jpg,5,5,7,3,3,7,WOMEN-Dresses-id_00006098,08,side,WOMEN-Dresses-id_00006098-08_2_side_segm.png
26114,WOMEN-Rompers_Jumpsuits-id_00004358-01_2_side.jpg,1,0,7,3,3,7,WOMEN-Rompers_Jumpsuits-id_00004358,01,side,WOMEN-Rompers_Jumpsuits-id_00004358-01_2_side_segm.png
16900,WOMEN-Dresses-id_00002797-05_7_additional.jpg,5,5,7,3,3,7,WOMEN-Dresses-id_00002797,05,additional,WOMEN-Dresses-id_00002797-05_7_additional_segm.png
24885,WOMEN-Pants-id_00003258-04_1_front.jpg,1,1,7,1,1,7,WOMEN-Pants-id_00003258,04,front,WOMEN-Pants-id_00003258-04_1_front_segm.png
32046,WOMEN-Sweatshirts_Hoodies-id_00000775-05_1_front.jpg,1,1,7,3,4,7,WOMEN-Sweatshirts_Hoodies-id_00000775,05,front,WOMEN-Sweatshirts_Hoodies-id_00000775-05_1_front_segm.png
3202,MEN-Tees_Tanks-id_00001239-09_4_full.jpg,1,1,7,3,3,7,MEN-Tees_Tanks-id_00001239,09,full,MEN-Tees_Tanks-id_00001239-09_4_full_segm.png
9002,WOMEN-Blouses_Shirts-id_00003819-03_4_full.jpg,5,0,7,3,3,7,WOMEN-Blouses_Shirts-id_00003819,03,full,WOMEN-Blouses_Shirts-id_00003819-03_4_full_segm.png
14467,WOMEN-Cardigans-id_00006702-06_4_full.jpg,1,2,4,1,3,3,WOMEN-Cardigans-id_00006702,06,full,WOMEN-Cardigans-id_00006702-06_4_full_segm.png
2647,MEN-Sweatshirts_Hoodies-id_00005897-02_4_full.jpg,1,1,1,3,3,5,MEN-Sweatshirts_Hoodies-id_00005897,02,full,MEN-Sweatshirts_Hoodies-id_00005897-02_4_full_segm.png
35976,WOMEN-Tees_Tanks-id_00002415-08_7_additional.jpg,1,0,4,3,3,3,WOMEN-Tees_Tanks-id_00002415,08,additional,WOMEN-Tees_Tanks-id_00002415-08_7_additional_segm.png
43693,WOMEN-Tees_Tanks-id_00007756-02_3_back.jpg,5,5,7,3,3,7,WOMEN-Tees_Tanks-id_00007756,02,back,WOMEN-Tees_Tanks-id_00007756-02_3_back_segm.png
28463,WOMEN-Skirts-id_00003592-01_4_full.jpg,1,1,7,0,0,7,WOMEN-Skirts-id_00003592,01,full,WOMEN-Skirts-id_00003592-01_4_full_segm.png
7309,WOMEN-Blouses_Shirts-id_00001969-02_4_full.jpg,1,0,7,1,3,7,WOMEN-Blouses_Shirts-id_00001969,02,full,WOMEN-Blouses_Shirts-id_00001969-02_4_full_segm.png
18696,WOMEN-Dresses-id_00004984-12_2_side.jpg,1,1,7,3,3,7,WOMEN-Dresses-id_00004984,12,side,WOMEN-Dresses-id_00004984-12_2_side_segm.png
13956,WOMEN-Cardigans-id_00003237-02_3_back.jpg,4,5,7,3,1,7,WOMEN-Cardigans-id_00003237,02,back,WOMEN-Cardigans-id_00003237-02_3_back_segm.png
15250,WOMEN-Dresses-id_00000598-02_2_side.jpg,1,1,7,1,1,7,WOMEN-Dresses-id_00000598,02,side,WOMEN-Dresses-id_00000598-02_2_side_segm.png
37281,WOMEN-Tees_Tanks-id_00003410-01_4_full.jpg,1,1,7,5,3,7,WOMEN-Tees_Tanks-id_00003410,01,full,WOMEN-Tees_Tanks-id_00003410-01_4_full_segm.png
23905,WOMEN-Jackets_Coats-id_00005297-02_7_additional.jpg,7,7,1,7,7,3,WOMEN-Jackets_Coats-id_00005297,02,additional,WOMEN-Jackets_Coats-id_00005297-02_7_additional_segm.png
39934,WOMEN-Tees_Tanks-id_00005124-02_4_full.jpg,1,0,7,1,3,7,WOMEN-Tees_Tanks-id_00005124,02,full,WOMEN-Tees_Tanks-id_00005124-02_4_full_segm.png
28798,WOMEN-Skirts-id_00006253-02_1_front.jpg,1,1,7,3,1,7,WOMEN-Skirts-id_00006253,02,front,WOMEN-Skirts-id_00006253-02_1_front_segm.png
17099,WOMEN-Dresses-id_00002990-02_4_full.jpg,5,5,3,3,3,3,WOMEN-Dresses-id_00002990,02,full,WOMEN-Dresses-id_00002990-02_4_full_segm.png
30107,WOMEN-Sweaters-id_00003188-05_1_front.jpg,4,1,7,3,3,7,WOMEN-Sweaters-id_00003188,05,front,WOMEN-Sweaters-id_00003188-05_1_front_segm.png
40496,WOMEN-Tees_Tanks-id_00005492-03_7_additional.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00005492,03,additional,WOMEN-Tees_Tanks-id_00005492-03_7_additional_segm.png
24903,WOMEN-Pants-id_00003482-03_1_front.jpg,1,1,7,3,1,7,WOMEN-Pants-id_00003482,03,front,WOMEN-Pants-id_00003482-03_1_front_segm.png
43078,WOMEN-Tees_Tanks-id_00007344-03_1_front.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00007344,03,front,WOMEN-Tees_Tanks-id_00007344-03_1_front_segm.png
26774,WOMEN-Rompers_Jumpsuits-id_00007690-02_2_side.jpg,1,1,7,1,1,7,WOMEN-Rompers_Jumpsuits-id_00007690,02,side,WOMEN-Rompers_Jumpsuits-id_00007690-02_2_side_segm.png
9820,WOMEN-Blouses_Shirts-id_00004617-03_4_full.jpg,5,0,7,3,3,7,WOMEN-Blouses_Shirts-id_00004617,03,full,WOMEN-Blouses_Shirts-id_00004617-03_4_full_segm.png
25968,WOMEN-Rompers_Jumpsuits-id_00003408-01_4_full.jpg,1,0,7,3,3,7,WOMEN-Rompers_Jumpsuits-id_00003408,01,full,WOMEN-Rompers_Jumpsuits-id_00003408-01_4_full_segm.png
34365,WOMEN-Tees_Tanks-id_00001384-09_4_full.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00001384,09,full,WOMEN-Tees_Tanks-id_00001384-09_4_full_segm.png
28781,WOMEN-Skirts-id_00006086-02_1_front.jpg,1,1,7,2,3,7,WOMEN-Skirts-id_00006086,02,front,WOMEN-Skirts-id_00006086-02_1_front_segm.png
13799,WOMEN-Cardigans-id_00002421-04_1_front.jpg,1,0,4,3,3,1,WOMEN-Cardigans-id_00002421,04,front,WOMEN-Cardigans-id_00002421-04_1_front_segm.png
36740,WOMEN-Tees_Tanks-id_00003021-02_4_full.jpg,1,0,1,1,3,3,WOMEN-Tees_Tanks-id_00003021,02,full,WOMEN-Tees_Tanks-id_00003021-02_4_full_segm.png
23310,WOMEN-Jackets_Coats-id_00002765-02_7_additional.jpg,1,0,2,1,3,3,WOMEN-Jackets_Coats-id_00002765,02,additional,WOMEN-Jackets_Coats-id_00002765-02_7_additional_segm.png
29191,WOMEN-Sweaters-id_00000688-02_1_front.jpg,1,0,7,3,5,7,WOMEN-Sweaters-id_00000688,02,front,WOMEN-Sweaters-id_00000688-02_1_front_segm.png
19765,WOMEN-Dresses-id_00005968-02_4_full.jpg,5,5,7,1,1,7,WOMEN-Dresses-id_00005968,02,full,WOMEN-Dresses-id_00005968-02_4_full_segm.png
33242,WOMEN-Tees_Tanks-id_00000370-03_4_full.jpg,1,0,2,6,3,3,WOMEN-Tees_Tanks-id_00000370,03,full,WOMEN-Tees_Tanks-id_00000370-03_4_full_segm.png
27989,WOMEN-Shorts-id_00006825-04_4_full.jpg,4,1,7,3,1,7,WOMEN-Shorts-id_00006825,04,full,WOMEN-Shorts-id_00006825-04_4_full_segm.png
20173,WOMEN-Dresses-id_00006406-02_4_full.jpg,1,1,7,1,1,7,WOMEN-Dresses-id_00006406,02,full,WOMEN-Dresses-id_00006406-02_4_full_segm.png
43623,WOMEN-Tees_Tanks-id_00007721-46_4_full.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00007721,46,full,WOMEN-Tees_Tanks-id_00007721-46_4_full_segm.png
42216,WOMEN-Tees_Tanks-id_00006766-02_4_full.jpg,1,1,7,1,1,7,WOMEN-Tees_Tanks-id_00006766,02,full,WOMEN-Tees_Tanks-id_00006766-02_4_full_segm.png
1742,MEN-Sweaters-id_00001008-04_7_additional.jpg,1,1,7,3,3,7,MEN-Sweaters-id_00001008,04,additional,MEN-Sweaters-id_00001008-04_7_additional_segm.png
11857,WOMEN-Blouses_Shirts-id_00006665-04_4_full.jpg,5,0,7,1,3,7,WOMEN-Blouses_Shirts-id_00006665,04,full,WOMEN-Blouses_Shirts-id_00006665-04_4_full_segm.png
38112,WOMEN-Tees_Tanks-id_00003874-01_4_full.jpg,1,0,7,1,5,7,WOMEN-Tees_Tanks-id_00003874,01,full,WOMEN-Tees_Tanks-id_00003874-01_4_full_segm.png
33661,WOMEN-Tees_Tanks-id_00000789-01_7_additional.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00000789,01,additional,WOMEN-Tees_Tanks-id_00000789-01_7_additional_segm.png
881,MEN-Shirts_Polos-id_00001488-01_4_full.jpg,1,1,7,1,3,7,MEN-Shirts_Polos-id_00001488,01,full,MEN-Shirts_Polos-id_00001488-01_4_full_segm.png
34176,WOMEN-Tees_Tanks-id_00001212-28_4_full.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00001212,28,full,WOMEN-Tees_Tanks-id_00001212-28_4_full_segm.png
10263,WOMEN-Blouses_Shirts-id_00004995-01_7_additional.jpg,1,0,1,1,3,4,WOMEN-Blouses_Shirts-id_00004995,01,additional,WOMEN-Blouses_Shirts-id_00004995-01_7_additional_segm.png
20403,WOMEN-Dresses-id_00006721-03_4_full.jpg,1,1,7,3,3,7,WOMEN-Dresses-id_00006721,03,full,WOMEN-Dresses-id_00006721-03_4_full_segm.png
14698,WOMEN-Denim-id_00005016-02_1_front.jpg,1,0,1,4,3,3,WOMEN-Denim-id_00005016,02,front,WOMEN-Denim-id_00005016-02_1_front_segm.png
14370,WOMEN-Cardigans-id_00006193-02_7_additional.jpg,1,0,4,3,3,3,WOMEN-Cardigans-id_00006193,02,additional,WOMEN-Cardigans-id_00006193-02_7_additional_segm.png
16909,WOMEN-Dresses-id_00002802-01_7_additional.jpg,5,5,7,1,1,7,WOMEN-Dresses-id_00002802,01,additional,WOMEN-Dresses-id_00002802-01_7_additional_segm.png
3687,MEN-Tees_Tanks-id_00002638-10_7_additional.jpg,1,0,2,3,3,3,MEN-Tees_Tanks-id_00002638,10,additional,MEN-Tees_Tanks-id_00002638-10_7_additional_segm.png
7413,WOMEN-Blouses_Shirts-id_00002102-03_4_full.jpg,1,0,7,1,3,7,WOMEN-Blouses_Shirts-id_00002102,03,full,WOMEN-Blouses_Shirts-id_00002102-03_4_full_segm.png
25333,WOMEN-Rompers_Jumpsuits-id_00000668-03_3_back.jpg,1,1,7,3,3,7,WOMEN-Rompers_Jumpsuits-id_00000668,03,back,WOMEN-Rompers_Jumpsuits-id_00000668-03_3_back_segm.png
16356,WOMEN-Dresses-id_00002141-01_1_front.jpg,1,1,7,2,2,7,WOMEN-Dresses-id_00002141,01,front,WOMEN-Dresses-id_00002141-01_1_front_segm.png
25049,WOMEN-Pants-id_00005880-02_1_front.jpg,1,1,7,3,1,7,WOMEN-Pants-id_00005880,02,front,WOMEN-Pants-id_00005880-02_1_front_segm.png
41466,WOMEN-Tees_Tanks-id_00006242-17_7_additional.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00006242,17,additional,WOMEN-Tees_Tanks-id_00006242-17_7_additional_segm.png
30479,WOMEN-Sweaters-id_00004150-04_7_additional.jpg,4,0,0,1,3,5,WOMEN-Sweaters-id_00004150,04,additional,WOMEN-Sweaters-id_00004150-04_7_additional_segm.png
32530,WOMEN-Sweatshirts_Hoodies-id_00004637-04_4_full.jpg,1,0,7,3,3,7,WOMEN-Sweatshirts_Hoodies-id_00004637,04,full,WOMEN-Sweatshirts_Hoodies-id_00004637-04_4_full_segm.png
18459,WOMEN-Dresses-id_00004681-04_1_front.jpg,5,5,7,3,3,7,WOMEN-Dresses-id_00004681,04,front,WOMEN-Dresses-id_00004681-04_1_front_segm.png
