masked_img_name,clothing_type,fabric,pattern,segm_name,img_id
WOMEN-Tees_Tanks-id_00005589-01_4_full_segm_1.png,1,1,1,WOMEN-Tees_Tanks-id_00005589-01_4_full_segm.png,WOMEN-Tees_Tanks-id_00005589
MEN-Tees_Tanks-id_00000223-01_4_full_segm_1.png,1,1,1,MEN-Tees_Tanks-id_00000223-01_4_full_segm.png,MEN-Tees_Tanks-id_00000223
WOMEN-Shorts-id_00000431-04_4_full_segm_1.png,1,1,1,WOMEN-Shorts-id_00000431-04_4_full_segm.png,WOMEN-Shorts-id_00000431
WOMEN-Tees_Tanks-id_00002353-03_4_full_segm_1.png,1,1,1,WOMEN-Tees_Tanks-id_00002353-03_4_full_segm.png,WOMEN-Tees_Tanks-id_00002353
WOMEN-Blouses_Shirts-id_00005460-03_4_full_segm_1.png,1,1,1,WOMEN-Blouses_Shirts-id_00005460-03_4_full_segm.png,WOMEN-Blouses_Shirts-id_00005460
WOMEN-Tees_Tanks-id_00006062-05_4_full_segm_1.png,1,1,1,WOMEN-Tees_Tanks-id_00006062-05_4_full_segm.png,WOMEN-Tees_Tanks-id_00006062
WOMEN-Dresses-id_00005350-03_4_full_segm_5.png,5,4,1,WOMEN-Dresses-id_00005350-03_4_full_segm.png,WOMEN-Dresses-id_00005350
MEN-Sweaters-id_00007090-02_7_additional_segm_1.png,1,1,1,MEN-Sweaters-id_00007090-02_7_additional_segm.png,MEN-Sweaters-id_00007090
WOMEN-Graphic_Tees-id_00005729-01_4_full_segm_1.png,1,1,1,WOMEN-Graphic_Tees-id_00005729-01_4_full_segm.png,WOMEN-Graphic_Tees-id_00005729
WOMEN-Pants-id_00006341-01_1_front_segm_4.png,4,1,1,WOMEN-Pants-id_00006341-01_1_front_segm.png,WOMEN-Pants-id_00006341
MEN-Jackets_Vests-id_00007564-01_4_full_segm_4.png,4,1,1,MEN-Jackets_Vests-id_00007564-01_4_full_segm.png,MEN-Jackets_Vests-id_00007564
MEN-Tees_Tanks-id_00007653-01_4_full_segm_1.png,1,1,1,MEN-Tees_Tanks-id_00007653-01_4_full_segm.png,MEN-Tees_Tanks-id_00007653
MEN-Tees_Tanks-id_00007966-01_4_full_segm_1.png,1,1,1,MEN-Tees_Tanks-id_00007966-01_4_full_segm.png,MEN-Tees_Tanks-id_00007966
WOMEN-Blouses_Shirts-id_00003540-02_1_front_segm_1.png,1,1,1,WOMEN-Blouses_Shirts-id_00003540-02_1_front_segm.png,WOMEN-Blouses_Shirts-id_00003540
WOMEN-Sweaters-id_00007302-02_1_front_segm_1.png,1,3,1,WOMEN-Sweaters-id_00007302-02_1_front_segm.png,WOMEN-Sweaters-id_00007302
WOMEN-Pants-id_00007348-02_1_front_segm_1.png,1,1,1,WOMEN-Pants-id_00007348-02_1_front_segm.png,WOMEN-Pants-id_00007348
WOMEN-Dresses-id_00003912-03_1_front_segm_5.png,5,4,1,WOMEN-Dresses-id_00003912-03_1_front_segm.png,WOMEN-Dresses-id_00003912
WOMEN-Blouses_Shirts-id_00001371-02_7_additional_segm_1.png,1,1,1,WOMEN-Blouses_Shirts-id_00001371-02_7_additional_segm.png,WOMEN-Blouses_Shirts-id_00001371
WOMEN-Shorts-id_00004192-01_4_full_segm_4.png,4,1,1,WOMEN-Shorts-id_00004192-01_4_full_segm.png,WOMEN-Shorts-id_00004192
WOMEN-Shorts-id_00005653-02_1_front_segm_1.png,1,1,1,WOMEN-Shorts-id_00005653-02_1_front_segm.png,WOMEN-Shorts-id_00005653
WOMEN-Dresses-id_00000426-03_7_additional_segm_5.png,5,4,1,WOMEN-Dresses-id_00000426-03_7_additional_segm.png,WOMEN-Dresses-id_00000426
WOMEN-Graphic_Tees-id_00003891-02_4_full_segm_2.png,2,3,1,WOMEN-Graphic_Tees-id_00003891-02_4_full_segm.png,WOMEN-Graphic_Tees-id_00003891
WOMEN-Jackets_Coats-id_00006860-01_2_side_segm_1.png,1,1,1,WOMEN-Jackets_Coats-id_00006860-01_2_side_segm.png,WOMEN-Jackets_Coats-id_00006860
WOMEN-Skirts-id_00002838-03_1_front_segm_3.png,3,1,1,WOMEN-Skirts-id_00002838-03_1_front_segm.png,WOMEN-Skirts-id_00002838
WOMEN-Rompers_Jumpsuits-id_00001546-02_2_side_segm_6.png,6,1,1,WOMEN-Rompers_Jumpsuits-id_00001546-02_2_side_segm.png,WOMEN-Rompers_Jumpsuits-id_00001546
WOMEN-Rompers_Jumpsuits-id_00004487-02_1_front_segm_6.png,6,1,1,WOMEN-Rompers_Jumpsuits-id_00004487-02_1_front_segm.png,WOMEN-Rompers_Jumpsuits-id_00004487
MEN-Tees_Tanks-id_00002239-01_7_additional_segm_1.png,1,1,1,MEN-Tees_Tanks-id_00002239-01_7_additional_segm.png,MEN-Tees_Tanks-id_00002239
WOMEN-Dresses-id_00003485-02_2_side_segm_5.png,5,1,1,WOMEN-Dresses-id_00003485-02_2_side_segm.png,WOMEN-Dresses-id_00003485
WOMEN-Cardigans-id_00001926-01_1_front_segm_2.png,2,3,1,WOMEN-Cardigans-id_00001926-01_1_front_segm.png,WOMEN-Cardigans-id_00001926
WOMEN-Dresses-id_00006603-02_1_front_segm_3.png,3,4,1,WOMEN-Dresses-id_00006603-02_1_front_segm.png,WOMEN-Dresses-id_00006603
WOMEN-Sweaters-id_00004533-01_4_full_segm_1.png,1,1,1,WOMEN-Sweaters-id_00004533-01_4_full_segm.png,WOMEN-Sweaters-id_00004533
WOMEN-Dresses-id_00005927-02_7_additional_segm_5.png,5,4,1,WOMEN-Dresses-id_00005927-02_7_additional_segm.png,WOMEN-Dresses-id_00005927
WOMEN-Pants-id_00000910-02_1_front_segm_4.png,4,1,1,WOMEN-Pants-id_00000910-02_1_front_segm.png,WOMEN-Pants-id_00000910
WOMEN-Blouses_Shirts-id_00004608-03_4_full_segm_4.png,4,1,1,WOMEN-Blouses_Shirts-id_00004608-03_4_full_segm.png,WOMEN-Blouses_Shirts-id_00004608
WOMEN-Blouses_Shirts-id_00003112-08_4_full_segm_1.png,1,1,1,WOMEN-Blouses_Shirts-id_00003112-08_4_full_segm.png,WOMEN-Blouses_Shirts-id_00003112
WOMEN-Dresses-id_00005264-01_7_additional_segm_5.png,5,4,1,WOMEN-Dresses-id_00005264-01_7_additional_segm.png,WOMEN-Dresses-id_00005264
WOMEN-Pants-id_00002225-01_1_front_segm_4.png,4,1,1,WOMEN-Pants-id_00002225-01_1_front_segm.png,WOMEN-Pants-id_00002225
WOMEN-Dresses-id_00001006-02_4_full_segm_5.png,5,1,1,WOMEN-Dresses-id_00001006-02_4_full_segm.png,WOMEN-Dresses-id_00001006
WOMEN-Dresses-id_00000949-01_1_front_segm_5.png,5,1,1,WOMEN-Dresses-id_00000949-01_1_front_segm.png,WOMEN-Dresses-id_00000949
MEN-Shorts-id_00001365-01_7_additional_segm_4.png,4,1,1,MEN-Shorts-id_00001365-01_7_additional_segm.png,MEN-Shorts-id_00001365
WOMEN-Blouses_Shirts-id_00004274-06_4_full_segm_1.png,1,4,1,WOMEN-Blouses_Shirts-id_00004274-06_4_full_segm.png,WOMEN-Blouses_Shirts-id_00004274
WOMEN-Dresses-id_00000064-01_4_full_segm_5.png,5,4,1,WOMEN-Dresses-id_00000064-01_4_full_segm.png,WOMEN-Dresses-id_00000064
WOMEN-Dresses-id_00001841-04_4_full_segm_5.png,5,1,1,WOMEN-Dresses-id_00001841-04_4_full_segm.png,WOMEN-Dresses-id_00001841
WOMEN-Tees_Tanks-id_00002022-02_4_full_segm_1.png,1,1,1,WOMEN-Tees_Tanks-id_00002022-02_4_full_segm.png,WOMEN-Tees_Tanks-id_00002022
WOMEN-Dresses-id_00006993-03_1_front_segm_5.png,5,1,1,WOMEN-Dresses-id_00006993-03_1_front_segm.png,WOMEN-Dresses-id_00006993
WOMEN-Blouses_Shirts-id_00005666-02_4_full_segm_1.png,1,1,1,WOMEN-Blouses_Shirts-id_00005666-02_4_full_segm.png,WOMEN-Blouses_Shirts-id_00005666
WOMEN-Rompers_Jumpsuits-id_00002851-01_1_front_segm_6.png,6,4,1,WOMEN-Rompers_Jumpsuits-id_00002851-01_1_front_segm.png,WOMEN-Rompers_Jumpsuits-id_00002851
WOMEN-Blouses_Shirts-id_00006599-02_7_additional_segm_1.png,1,4,1,WOMEN-Blouses_Shirts-id_00006599-02_7_additional_segm.png,WOMEN-Blouses_Shirts-id_00006599
WOMEN-Tees_Tanks-id_00002150-04_4_full_segm_1.png,1,1,1,WOMEN-Tees_Tanks-id_00002150-04_4_full_segm.png,WOMEN-Tees_Tanks-id_00002150
WOMEN-Graphic_Tees-id_00003013-01_4_full_segm_1.png,1,1,1,WOMEN-Graphic_Tees-id_00003013-01_4_full_segm.png,WOMEN-Graphic_Tees-id_00003013
WOMEN-Dresses-id_00002768-02_4_full_segm_5.png,5,1,1,WOMEN-Dresses-id_00002768-02_4_full_segm.png,WOMEN-Dresses-id_00002768
WOMEN-Sweaters-id_00006441-05_4_full_segm_1.png,1,3,1,WOMEN-Sweaters-id_00006441-05_4_full_segm.png,WOMEN-Sweaters-id_00006441
WOMEN-Dresses-id_00002549-02_4_full_segm_5.png,5,3,1,WOMEN-Dresses-id_00002549-02_4_full_segm.png,WOMEN-Dresses-id_00002549
WOMEN-Blouses_Shirts-id_00003948-01_4_full_segm_1.png,1,1,1,WOMEN-Blouses_Shirts-id_00003948-01_4_full_segm.png,WOMEN-Blouses_Shirts-id_00003948
WOMEN-Blouses_Shirts-id_00004226-01_4_full_segm_1.png,1,1,1,WOMEN-Blouses_Shirts-id_00004226-01_4_full_segm.png,WOMEN-Blouses_Shirts-id_00004226
WOMEN-Blouses_Shirts-id_00006348-02_4_full_segm_1.png,1,1,1,WOMEN-Blouses_Shirts-id_00006348-02_4_full_segm.png,WOMEN-Blouses_Shirts-id_00006348
WOMEN-Pants-id_00002819-02_7_additional_segm_1.png,1,1,1,WOMEN-Pants-id_00002819-02_7_additional_segm.png,WOMEN-Pants-id_00002819
WOMEN-Rompers_Jumpsuits-id_00005212-02_2_side_segm_6.png,6,1,1,WOMEN-Rompers_Jumpsuits-id_00005212-02_2_side_segm.png,WOMEN-Rompers_Jumpsuits-id_00005212
MEN-Tees_Tanks-id_00004966-01_4_full_segm_1.png,1,1,1,MEN-Tees_Tanks-id_00004966-01_4_full_segm.png,MEN-Tees_Tanks-id_00004966
WOMEN-Blouses_Shirts-id_00006529-03_1_front_segm_4.png,4,4,1,WOMEN-Blouses_Shirts-id_00006529-03_1_front_segm.png,WOMEN-Blouses_Shirts-id_00006529
WOMEN-Dresses-id_00004187-02_4_full_segm_5.png,5,1,1,WOMEN-Dresses-id_00004187-02_4_full_segm.png,WOMEN-Dresses-id_00004187
WOMEN-Cardigans-id_00002255-01_4_full_segm_2.png,2,4,1,WOMEN-Cardigans-id_00002255-01_4_full_segm.png,WOMEN-Cardigans-id_00002255
WOMEN-Cardigans-id_00006279-02_4_full_segm_2.png,2,3,1,WOMEN-Cardigans-id_00006279-02_4_full_segm.png,WOMEN-Cardigans-id_00006279
WOMEN-Shorts-id_00002208-02_4_full_segm_1.png,1,4,1,WOMEN-Shorts-id_00002208-02_4_full_segm.png,WOMEN-Shorts-id_00002208
WOMEN-Dresses-id_00006603-02_2_side_segm_3.png,3,4,1,WOMEN-Dresses-id_00006603-02_2_side_segm.png,WOMEN-Dresses-id_00006603
WOMEN-Dresses-id_00005467-01_7_additional_segm_5.png,5,1,1,WOMEN-Dresses-id_00005467-01_7_additional_segm.png,WOMEN-Dresses-id_00005467
WOMEN-Dresses-id_00002294-01_7_additional_segm_5.png,5,1,1,WOMEN-Dresses-id_00002294-01_7_additional_segm.png,WOMEN-Dresses-id_00002294
WOMEN-Pants-id_00005959-06_1_front_segm_1.png,1,1,1,WOMEN-Pants-id_00005959-06_1_front_segm.png,WOMEN-Pants-id_00005959
WOMEN-Rompers_Jumpsuits-id_00002815-03_7_additional_segm_6.png,6,1,1,WOMEN-Rompers_Jumpsuits-id_00002815-03_7_additional_segm.png,WOMEN-Rompers_Jumpsuits-id_00002815
WOMEN-Dresses-id_00006934-01_1_front_segm_5.png,5,4,1,WOMEN-Dresses-id_00006934-01_1_front_segm.png,WOMEN-Dresses-id_00006934
WOMEN-Dresses-id_00002743-03_4_full_segm_5.png,5,1,1,WOMEN-Dresses-id_00002743-03_4_full_segm.png,WOMEN-Dresses-id_00002743
WOMEN-Dresses-id_00005264-01_1_front_segm_5.png,5,4,1,WOMEN-Dresses-id_00005264-01_1_front_segm.png,WOMEN-Dresses-id_00005264
WOMEN-Tees_Tanks-id_00006240-01_4_full_segm_1.png,1,1,2,WOMEN-Tees_Tanks-id_00006240-01_4_full_segm.png,WOMEN-Tees_Tanks-id_00006240
WOMEN-Denim-id_00003314-01_1_front_segm_1.png,1,1,2,WOMEN-Denim-id_00003314-01_1_front_segm.png,WOMEN-Denim-id_00003314
WOMEN-Tees_Tanks-id_00001592-08_4_full_segm_1.png,1,1,2,WOMEN-Tees_Tanks-id_00001592-08_4_full_segm.png,WOMEN-Tees_Tanks-id_00001592
WOMEN-Jackets_Coats-id_00007921-01_7_additional_segm_5.png,5,3,2,WOMEN-Jackets_Coats-id_00007921-01_7_additional_segm.png,WOMEN-Jackets_Coats-id_00007921
WOMEN-Cardigans-id_00005577-02_7_additional_segm_2.png,2,3,2,WOMEN-Cardigans-id_00005577-02_7_additional_segm.png,WOMEN-Cardigans-id_00005577
WOMEN-Skirts-id_00004230-03_1_front_segm_3.png,3,1,2,WOMEN-Skirts-id_00004230-03_1_front_segm.png,WOMEN-Skirts-id_00004230
WOMEN-Dresses-id_00005830-07_7_additional_segm_5.png,5,1,2,WOMEN-Dresses-id_00005830-07_7_additional_segm.png,WOMEN-Dresses-id_00005830
WOMEN-Tees_Tanks-id_00000430-03_7_additional_segm_1.png,1,1,2,WOMEN-Tees_Tanks-id_00000430-03_7_additional_segm.png,WOMEN-Tees_Tanks-id_00000430
WOMEN-Dresses-id_00000277-09_1_front_segm_5.png,5,1,2,WOMEN-Dresses-id_00000277-09_1_front_segm.png,WOMEN-Dresses-id_00000277
WOMEN-Dresses-id_00001340-02_4_full_segm_5.png,5,1,2,WOMEN-Dresses-id_00001340-02_4_full_segm.png,WOMEN-Dresses-id_00001340
WOMEN-Tees_Tanks-id_00007290-04_4_full_segm_1.png,1,1,2,WOMEN-Tees_Tanks-id_00007290-04_4_full_segm.png,WOMEN-Tees_Tanks-id_00007290
WOMEN-Sweatshirts_Hoodies-id_00004910-02_4_full_segm_1.png,1,1,2,WOMEN-Sweatshirts_Hoodies-id_00004910-02_4_full_segm.png,WOMEN-Sweatshirts_Hoodies-id_00004910
WOMEN-Tees_Tanks-id_00007904-02_7_additional_segm_1.png,1,1,2,WOMEN-Tees_Tanks-id_00007904-02_7_additional_segm.png,WOMEN-Tees_Tanks-id_00007904
WOMEN-Tees_Tanks-id_00003971-04_1_front_segm_1.png,1,1,2,WOMEN-Tees_Tanks-id_00003971-04_1_front_segm.png,WOMEN-Tees_Tanks-id_00003971
WOMEN-Jackets_Coats-id_00006460-01_4_full_segm_1.png,1,1,2,WOMEN-Jackets_Coats-id_00006460-01_4_full_segm.png,WOMEN-Jackets_Coats-id_00006460
WOMEN-Tees_Tanks-id_00000413-01_7_additional_segm_1.png,1,1,2,WOMEN-Tees_Tanks-id_00000413-01_7_additional_segm.png,WOMEN-Tees_Tanks-id_00000413
WOMEN-Dresses-id_00001960-05_1_front_segm_5.png,5,1,2,WOMEN-Dresses-id_00001960-05_1_front_segm.png,WOMEN-Dresses-id_00001960
WOMEN-Tees_Tanks-id_00004758-01_1_front_segm_4.png,4,1,3,WOMEN-Tees_Tanks-id_00004758-01_1_front_segm.png,WOMEN-Tees_Tanks-id_00004758
WOMEN-Rompers_Jumpsuits-id_00003574-02_4_full_segm_6.png,6,1,3,WOMEN-Rompers_Jumpsuits-id_00003574-02_4_full_segm.png,WOMEN-Rompers_Jumpsuits-id_00003574
WOMEN-Jackets_Coats-id_00000590-02_7_additional_segm_2.png,2,2,3,WOMEN-Jackets_Coats-id_00000590-02_7_additional_segm.png,WOMEN-Jackets_Coats-id_00000590
WOMEN-Jackets_Coats-id_00007666-03_4_full_segm_1.png,1,1,3,WOMEN-Jackets_Coats-id_00007666-03_4_full_segm.png,WOMEN-Jackets_Coats-id_00007666
WOMEN-Tees_Tanks-id_00004159-04_4_full_segm_1.png,1,3,3,WOMEN-Tees_Tanks-id_00004159-04_4_full_segm.png,WOMEN-Tees_Tanks-id_00004159
WOMEN-Skirts-id_00000902-01_4_full_segm_3.png,3,1,3,WOMEN-Skirts-id_00000902-01_4_full_segm.png,WOMEN-Skirts-id_00000902
WOMEN-Shorts-id_00004940-02_4_full_segm_4.png,4,1,3,WOMEN-Shorts-id_00004940-02_4_full_segm.png,WOMEN-Shorts-id_00004940
MEN-Sweaters-id_00001509-03_1_front_segm_4.png,4,1,3,MEN-Sweaters-id_00001509-03_1_front_segm.png,MEN-Sweaters-id_00001509
WOMEN-Tees_Tanks-id_00007675-02_2_side_segm_4.png,4,0,3,WOMEN-Tees_Tanks-id_00007675-02_2_side_segm.png,WOMEN-Tees_Tanks-id_00007675
MEN-Sweaters-id_00001463-07_7_additional_segm_1.png,1,1,3,MEN-Sweaters-id_00001463-07_7_additional_segm.png,MEN-Sweaters-id_00001463
WOMEN-Tees_Tanks-id_00005413-03_7_additional_segm_1.png,1,1,3,WOMEN-Tees_Tanks-id_00005413-03_7_additional_segm.png,WOMEN-Tees_Tanks-id_00005413
MEN-Shirts_Polos-id_00001184-03_4_full_segm_4.png,4,1,3,MEN-Shirts_Polos-id_00001184-03_4_full_segm.png,MEN-Shirts_Polos-id_00001184
MEN-Tees_Tanks-id_00002848-02_4_full_segm_4.png,4,1,3,MEN-Tees_Tanks-id_00002848-02_4_full_segm.png,MEN-Tees_Tanks-id_00002848
WOMEN-Jackets_Coats-id_00006650-01_4_full_segm_1.png,1,1,3,WOMEN-Jackets_Coats-id_00006650-01_4_full_segm.png,WOMEN-Jackets_Coats-id_00006650
WOMEN-Leggings-id_00000225-04_1_front_segm_1.png,1,0,3,WOMEN-Leggings-id_00000225-04_1_front_segm.png,WOMEN-Leggings-id_00000225
WOMEN-Blouses_Shirts-id_00006466-03_4_full_segm_4.png,4,0,3,WOMEN-Blouses_Shirts-id_00006466-03_4_full_segm.png,WOMEN-Blouses_Shirts-id_00006466
MEN-Shirts_Polos-id_00000846-04_4_full_segm_1.png,1,1,3,MEN-Shirts_Polos-id_00000846-04_4_full_segm.png,MEN-Shirts_Polos-id_00000846
WOMEN-Tees_Tanks-id_00003172-01_4_full_segm_3.png,3,4,3,WOMEN-Tees_Tanks-id_00003172-01_4_full_segm.png,WOMEN-Tees_Tanks-id_00003172
WOMEN-Dresses-id_00003392-01_4_full_segm_5.png,5,1,3,WOMEN-Dresses-id_00003392-01_4_full_segm.png,WOMEN-Dresses-id_00003392
WOMEN-Tees_Tanks-id_00003950-07_7_additional_segm_1.png,1,1,3,WOMEN-Tees_Tanks-id_00003950-07_7_additional_segm.png,WOMEN-Tees_Tanks-id_00003950
WOMEN-Blouses_Shirts-id_00003679-01_4_full_segm_1.png,1,1,3,WOMEN-Blouses_Shirts-id_00003679-01_4_full_segm.png,WOMEN-Blouses_Shirts-id_00003679
WOMEN-Tees_Tanks-id_00003006-02_7_additional_segm_4.png,4,1,3,WOMEN-Tees_Tanks-id_00003006-02_7_additional_segm.png,WOMEN-Tees_Tanks-id_00003006
WOMEN-Tees_Tanks-id_00006674-03_4_full_segm_2.png,2,1,3,WOMEN-Tees_Tanks-id_00006674-03_4_full_segm.png,WOMEN-Tees_Tanks-id_00006674
WOMEN-Blouses_Shirts-id_00007528-04_4_full_segm_1.png,1,1,3,WOMEN-Blouses_Shirts-id_00007528-04_4_full_segm.png,WOMEN-Blouses_Shirts-id_00007528
WOMEN-Dresses-id_00000784-03_1_front_segm_5.png,5,4,3,WOMEN-Dresses-id_00000784-03_1_front_segm.png,WOMEN-Dresses-id_00000784
WOMEN-Blouses_Shirts-id_00002930-02_4_full_segm_4.png,4,0,3,WOMEN-Blouses_Shirts-id_00002930-02_4_full_segm.png,WOMEN-Blouses_Shirts-id_00002930
MEN-Tees_Tanks-id_00006634-02_4_full_segm_4.png,4,1,3,MEN-Tees_Tanks-id_00006634-02_4_full_segm.png,MEN-Tees_Tanks-id_00006634
WOMEN-Sweaters-id_00006683-06_7_additional_segm_3.png,3,1,3,WOMEN-Sweaters-id_00006683-06_7_additional_segm.png,WOMEN-Sweaters-id_00006683
WOMEN-Tees_Tanks-id_00001909-04_4_full_segm_4.png,4,1,3,WOMEN-Tees_Tanks-id_00001909-04_4_full_segm.png,WOMEN-Tees_Tanks-id_00001909
WOMEN-Tees_Tanks-id_00004739-04_4_full_segm_6.png,6,1,3,WOMEN-Tees_Tanks-id_00004739-04_4_full_segm.png,WOMEN-Tees_Tanks-id_00004739
WOMEN-Sweaters-id_00000628-01_4_full_segm_2.png,2,4,3,WOMEN-Sweaters-id_00000628-01_4_full_segm.png,WOMEN-Sweaters-id_00000628
WOMEN-Blouses_Shirts-id_00006732-03_4_full_segm_1.png,1,4,3,WOMEN-Blouses_Shirts-id_00006732-03_4_full_segm.png,WOMEN-Blouses_Shirts-id_00006732
WOMEN-Tees_Tanks-id_00004764-02_4_full_segm_3.png,3,1,3,WOMEN-Tees_Tanks-id_00004764-02_4_full_segm.png,WOMEN-Tees_Tanks-id_00004764
WOMEN-Blouses_Shirts-id_00006568-02_4_full_segm_4.png,4,0,3,WOMEN-Blouses_Shirts-id_00006568-02_4_full_segm.png,WOMEN-Blouses_Shirts-id_00006568
